SKU_Name,Description
GBSlk50AnSpTslPnk,"Sleekdesign50 ml,  1.7oz Clear glass bottle  withPink vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk50AnSpTslRed,"Sleekdesign50 ml,  1.7oz Clear glass bottle  withRed vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk50AnSpTslMtSl,"Sleekdesign50 ml,  1.7oz Clear glass bottle  withSilver vintage style bulb sprayer with tasselandmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk50AnSpTslGl,"Sleekdesign50 ml,  1.7oz Clear glass bottle  withGold vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
LBSlk50WhtRectClOverCap,"Sleekdesign50 ml,  1.7oz Clear glass bottle  withwhite rectangularwithclear over the cap.For use with lotions, moisturizer, and serums.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk50RdcrPnkLthr,"Sleekdesign50 ml,  1.7oz Clear glass bottle  withreducerandpink faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk50RdcrIvyLthr,"Sleekdesign50 ml,  1.7oz Clear glass bottle  withreducerandivory faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
LBSlk50LtnCu,"Sleekdesign50 ml,  1.7oz Clear glass bottle  withmatte copper lotion pump0.For use with lotions, moisturizer, and serums.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100RdcrShnGl,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandshiny gold cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100RdcrShnBlkTall,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandtall black shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100RdcrShnBlk,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandblack shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100RdcrBrwnLthr,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandbrown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100RdcrLBrwnLthr,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandlight brown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100RdcrShnSl,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandshiny silver cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100RdcrMtSlTall,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandtall silver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100RdcrMtSl,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandsilver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100RdcrWht,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandwhite cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100SpryMtGl,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withmatte gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
LBSlk100LtnMtGl,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withmatte gold lotion pump.For use with lotions, moisturizer, and serums.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100SpryShnGl,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withshiny gold spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
LBSlk100LtnShnGl,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withshiny gold lotion pump0.For use with lotions, moisturizer, and serums.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100SpryShnBlk,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withshiny black spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
LBSlk100LtnShnBlk,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withshiny black lotion pump0.For use with lotions, moisturizer, and serums.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100SpryMtSl,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withmatte silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
LBSlk100LtnMtSl,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withmatte silver lotion pump.For use with lotions, moisturizer, and serums.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100SpryShnSl,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withshiny silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
LBSlk100LtnShnSl,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withshiny silver lotion pump0.For use with lotions, moisturizer, and serums.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100AnSpLvn,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withlavender vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100AnSpPnk,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withpink vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100AnSpMtSl,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withmatte silver vintage style sprayerwithmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100AnSpIvySl,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withivory vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100AnSpGl,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withgold vintage style sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100AnSpIvyGl,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withivory vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100AnSpWht,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withwhite vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100AnSpRed,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withred vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100AnSpTslLvn,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withLavender vintage style bulb sprayer with Tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100AnSpTslIvyGl,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withIvory vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100AnSpTslIvySl,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withIvory vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100AnSpTslWht,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withWhite vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100AnSpTslPnk,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withPink vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100AnSpTslRed,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withRed vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100AnSpTslMtSl,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withSilver vintage style bulb sprayer with tasselandmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100AnSpTslGl,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withGold vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
LBSlk100WhtRectClOverCap,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withwhite rectangularwithclear over the cap.For use with lotions, moisturizer, and serums.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100RdcrPnkLthr,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandpink faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk100RdcrIvyLthr,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandivory faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
LBSlk100LtnCu,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withmatte copper lotion pump0.For use with lotions, moisturizer, and serums.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlm30RdcrShnGl,"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandshiny gold cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm30RdcrShnBlkTall,"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandtall black shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm30RdcrShnBlk,"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandblack shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm30RdcrBrwnLthr,"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandbrown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm30RdcrLBrwnLthr,"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandlight brown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm30RdcrShnSl,"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandshiny silver cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm30RdcrMtSlTall,"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandtall silver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm30RdcrMtSl,"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandsilver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm30RdcrWht,"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandwhite cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm30SpryMtGl,"Slimdesign30 ml,  1oz Clear glass bottle  withmatte gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
LBSlm30LtnMtGl,"Slimdesign30 ml,  1oz Clear glass bottle  withmatte gold lotion pump0.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm30SpryShnGl,"Slimdesign30 ml,  1oz Clear glass bottle  withshiny gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
LBSlm30LtnShnGl,"Slimdesign30 ml,  1oz Clear glass bottle  withshiny gold lotion pump0.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm30SpryShnBlk,"Slimdesign30 ml,  1oz Clear glass bottle  withshiny black spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
LBSlm30LtnShnBlk,"Slimdesign30 ml,  1oz Clear glass bottle  withshiny black lotion pump0.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm30SpryMtSl,"Slimdesign30 ml,  1oz Clear glass bottle  withmatte silver spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
LBSlm30LtnMtSl,"Slimdesign30 ml,  1oz Clear glass bottle  withmatte silver lotion pump0.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm30SpryShnSl,"Slimdesign30 ml,  1oz Clear glass bottle  withshiny silver spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
LBSlm30LtnShnSl,"Slimdesign30 ml,  1oz Clear glass bottle  withshiny silver lotion pump.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm30AnSpLvn,"Slimdesign30 ml,  1oz Clear glass bottle  withlavender vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm30AnSpPnk,"Slimdesign30 ml,  1oz Clear glass bottle  withpink vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm30AnSpMtSl,"Slimdesign30 ml,  1oz Clear glass bottle  withmatte silver vintage style sprayerwithmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm30AnSpIvySl,"Slimdesign30 ml,  1oz Clear glass bottle  withivory vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm30AnSpGl,"Slimdesign30 ml,  1oz Clear glass bottle  withgold vintage style sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm30AnSpIvyGl,"Slimdesign30 ml,  1oz Clear glass bottle  withivory vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm30AnSpWht,"Slimdesign30 ml,  1oz Clear glass bottle  withwhite vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm30AnSpRed,"Slimdesign30 ml,  1oz Clear glass bottle  withred vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm30DrpSl,"Slimdesign30 ml,  1oz Clear glass bottle  withwhite dropperwithshiny silver collar cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizer, and beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm30DrpGl,"Slimdesign30 ml,  1oz Clear glass bottle  withwhite dropperwithshiny gold collar cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizer, and beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm30RdcrPnkLthr,"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandpink faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm30RdcrIvyLthr,"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandivory faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
LBSlm30LtnCu,"Slimdesign30 ml,  1oz Clear glass bottle  withmatte copper lotion pump0.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm50RdcrShnGl,"Slimdesign50 ml,  1.7oz Clear glass bottle  withreducerandshiny gold cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm50RdcrShnBlkTall,"Slimdesign50 ml,  1.7oz Clear glass bottle  withreducerandtall black shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm50RdcrShnBlk,"Slimdesign50 ml,  1.7oz Clear glass bottle  withreducerandblack shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm50RdcrBrwnLthr,"Slimdesign50 ml,  1.7oz Clear glass bottle  withreducerandbrown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm50RdcrLBrwnLthr,"Slimdesign50 ml,  1.7oz Clear glass bottle  withreducerandlight brown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm50RdcrShnSl,"Slimdesign50 ml,  1.7oz Clear glass bottle  withreducerandshiny silver cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm50RdcrMtSlTall,"Slimdesign50 ml,  1.7oz Clear glass bottle  withreducerandtall silver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm50RdcrMtSl,"Slimdesign50 ml,  1.7oz Clear glass bottle  withreducerandsilver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm50RdcrWht,"Slimdesign50 ml,  1.7oz Clear glass bottle  withreducerandwhite cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm50SpryMtGl,"Slimdesign50 ml,  1.7oz Clear glass bottle  withmatte gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
LBSlm50LtnMtGl,"Slimdesign50 ml,  1.7oz Clear glass bottle  withmatte gold lotion pump00.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm50SpryShnGl,"Slimdesign50 ml,  1.7oz Clear glass bottle  withshiny gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
LBSlm50LtnShnGl,"Slimdesign50 ml,  1.7oz Clear glass bottle  withshiny gold lotion pump0.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm50SpryShnBlk,"Slimdesign50 ml,  1.7oz Clear glass bottle  withshiny black spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
LBSlm50LtnShnBlk,"Slimdesign50 ml,  1.7oz Clear glass bottle  withshiny black lotion pump.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm50SpryMtSl,"Slimdesign50 ml,  1.7oz Clear glass bottle  withmatte silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
LBSlm50LtnMtSl,"Slimdesign50 ml,  1.7oz Clear glass bottle  withmatte silver lotion pump.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm50SpryShnSl,"Slimdesign50 ml,  1.7oz Clear glass bottle  withshiny silver spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
LBSlm50LtnShnSl,"Slimdesign50 ml,  1.7oz Clear glass bottle  withshiny silver lotion pump0.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm50AnSpLvn,"Slimdesign50 ml,  1.7oz Clear glass bottle  withlavender vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm50AnSpPnk,"Slimdesign50 ml,  1.7oz Clear glass bottle  withpink vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm50AnSpMtSl,"Slimdesign50 ml,  1.7oz Clear glass bottle  withmatte silver vintage style sprayerwithmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
