SKU_Name,Description
GBCyl50SpryMtGl,Cylinderdesign50 ml1.7oz Clear glass bottle with matte gold spray pump.
LBCyl50LtnMtGl,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withmatte gold lotion pump.For use with lotions, moisturizer, and serums.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50SpryShnGl,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withshiny gold spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
LBCyl50LtnShnGl,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withshiny gold lotion pump.For use with lotions, moisturizer, and serums.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50SpryShnBlk,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withshiny black spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
LBCyl50LtnShnBlk,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withshiny black lotion pump.For use with lotions, moisturizer, and serums.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50SpryMtSl,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withmatte silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
LBCyl50LtnMtSl,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withmatte silver lotion pump.For use with lotions, moisturizer, and serums.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50SpryShnSl,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withshiny silver spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
LBCyl50LtnShnSl,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withshiny silver lotion pump0.For use with lotions, moisturizer, and serums.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50AnSpLvn,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withlavender vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50AnSpPnk,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withpink vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50AnSpMtSl,
GBCyl50AnSpIvySl,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withivory vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50AnSpGl,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withgold vintage style sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50AnSpIvyGl,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withivory vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50AnSpWht,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withwhite vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50AnSpRed,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withred vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50AnSpTslLvn,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withLavender vintage style bulb sprayer with Tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50AnSpTslIvyGl,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withIvory vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50AnSpTslIvySl,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withIvory vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50AnSpTslWht,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withWhite vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50AnSpTslPnk,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withPink vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50AnSpTslRed,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withRed vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50AnSpTslMtSl,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withSilver vintage style bulb sprayer with tasselandmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50AnSpTslGl,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withGold vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50RdcrPnkLthr,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withreducerandpink faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50RdcrIvyLthr,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withreducerandivory faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
LBCyl50LtnCu,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withmatte copper lotion pump0.For use with lotions, moisturizer, and serums.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl100RdcrShnGl,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandshiny gold cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl100RdcrShnBlkTall,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandtall black shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl100RdcrShnBlk,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandblack shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl100RdcrBrwnLthr,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandbrown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl100RdcrLBrwnLthr,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandlight brown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl100RdcrShnSl,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandshiny silver cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl100RdcrMtSlTall,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandtall silver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl100RdcrMtSl,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandsilver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl100RdcrWht,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandwhite cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl100SpryMtGl,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withmatte gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
LBCyl100LtnMtGl,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withmatte gold lotion pump0.For use with lotions, moisturizer, and serums.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl100SpryShnGl,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withshiny gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
LBCyl100LtnShnGl,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withshiny gold lotion pump0.For use with lotions, moisturizer, and serums.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl100SpryShnBlk,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withshiny black spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
LBCyl100LtnShnBlk,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withshiny black lotion pump0.For use with lotions, moisturizer, and serums.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl100SpryMtSl,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withmatte silver spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
LBCyl100LtnMtSl,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withmatte silver lotion pump0.For use with lotions, moisturizer, and serums.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl100SpryShnSl,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withshiny silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
LBCyl100LtnShnSl,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withshiny silver lotion pump.For use with lotions, moisturizer, and serums.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl100AnSpLvn,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withlavender vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl100AnSpPnk,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withpink vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl100AnSpMtSl,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withmatte silver vintage style sprayerwithmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl100AnSpIvySl,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withivory vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl100AnSpGl,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withgold vintage style sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl100AnSpIvyGl,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withivory vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
