SKU_Name,Family_Name,Bottle_Shape,Capacity_OZ,Description
GBDiva46AnSpTslGl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withSilver vintage style bulb sprayer with tasselwithmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46DrpSl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withGold vintage style bulb sprayer with tasselwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46DrpGl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withwhite dropperwithshiny gold collar cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizer, and beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46RdcrPnkLthr,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withreducerandpink faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46RdcrIvyLthr,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withreducerandivory faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
LBDiva46LtnCu,LBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withmatte copper lotion pump0.For use with lotions, moisturizer, and serums.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46RdcrShnGl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithreducerandshiny gold cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46RdcrShnBlkTall,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithreducerandtall black shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46RdcrShnBlk,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithreducerandblack shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46RdcrBrwnLthr,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithreducerandbrown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46RdcrLBrwnLthr,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithreducerandlight brown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46RdcrShnSl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithreducerandshiny silver cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46RdcrMtSlTall,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithreducerandtall silver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46RdcrMtSl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithreducerandsilver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46RdcrWht,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithreducerandwhite cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46SpryMtGl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithmatte gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
LBDivaFrst46LtnMtGl,LBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithmatte gold lotion pump00.For use with lotions, moisturizer, and serums.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46SpryShnGl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithshiny gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
LBDivaFrst46LtnShnGl,LBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithshiny gold lotion pump0.For use with lotions, moisturizer, and serums.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46SpryShnBlk,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithshiny black spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
LBDivaFrst46LtnShnBlk,LBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithshiny black lotion pump0.For use with lotions, moisturizer, and serums.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46SpryMtSl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithmatte silver spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
LBDivaFrst46LtnMtSl,LBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithmatte silver lotion pump0.For use with lotions, moisturizer, and serums.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46SpryShnSl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithshiny silver spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
LBDivaFrst46LtnShnSl,LBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithshiny silver lotion pump0.For use with lotions, moisturizer, and serums.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46AnSpLvn,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithlavender vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46AnSpPnk,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithpink vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46AnSpMtSl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithmatte silver vintage style sprayerwithmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46AnSpIvySl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithivory vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46AnSpGl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithgold vintage style sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46AnSpIvyGl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithivory vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46AnSpWht,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithwhite vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46AnSpRed,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithred vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46AnSpTslLvn,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithLavender vintage style bulb sprayer with Tasselwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46AnSpTslIvyGl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithIvory vintage style bulb sprayer with tasselwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46AnSpTslIvySl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithIvory vintage style bulb sprayer with tasselwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46AnSpTslWht,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithWhite vintage style bulb sprayer with tasselwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46AnSpTslPnk,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithPink vintage style bulb sprayer with tasselwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46AnSpTslRed,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithRed vintage style bulb sprayer with tasselwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46AnSpTslMtSl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithSilver vintage style bulb sprayer with tasselwithmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46AnSpTslGl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithGold vintage style bulb sprayer with tasselwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46DrpSl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithwhite dropperwithshiny gold collar cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizer, and beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46DrpGl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithwhite dropperwithshiny gold collar cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizer, and beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46RdcrPnkLthr,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithreducerandpink faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst46RdcrIvyLthr,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithreducerandivory faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
LBDivaFrst46LtnCu,LBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64ozFrosted glass bottlewithmatte copper lotion pump0.For use with lotions, moisturizer, and serums.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva100RdcrShnGl,GBDiva,Diva,3 1/2oz,"Divadesign100 ml,  3 1/2oz Clear glass bottle  withreducerandshiny gold cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva100RdcrShnBlkTall,GBDiva,Diva,3 1/2oz,"Divadesign100 ml,  3 1/2oz Clear glass bottle  withreducerandtall black shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva100RdcrShnBlk,GBDiva,Diva,3 1/2oz,"Divadesign100 ml,  3 1/2oz Clear glass bottle  withreducerandblack shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva100RdcrBrwnLthr,GBDiva,Diva,3 1/2oz,"Divadesign100 ml,  3 1/2oz Clear glass bottle  withreducerandbrown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva100RdcrLBrwnLthr,GBDiva,Diva,3 1/2oz,"Divadesign100 ml,  3 1/2oz Clear glass bottle  withreducerandlight brown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
