SKU_Name,SKU,Price_Tier1,Description,Status
GBSlk100AnSpTslMtSl,,,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withSilver vintage style bulb sprayer with tasselandmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",Missing
GBSlk100AnSpTslGl,,,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withGold vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",Missing
LBSlk100WhtRectClOverCap,,,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withwhite rectangularwithclear over the cap.For use with lotions, moisturizer, and serums.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",Missing
GBSlk100RdcrPnkLthr,,,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandpink faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",Missing
GBSlk100RdcrIvyLthr,,,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandivory faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",Missing
GBSlk100SpryCu,GBSlk100SpryCu,$2.90,"Sleek design 100 ml, 3 1/2oz clear glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml. P",Found
LBSlk100LtnCu,,,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withmatte copper lotion pump0.For use with lotions, moisturizer, and serums.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",Missing
GBSlm30RdcrShnGl,,,"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandshiny gold cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm30RdcrShnBlkTall,,,"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandtall black shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm30RdcrShnBlk,,,"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandblack shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm30RdcrBlkLthr,GBSlm30RdcrBlkLthr,$1.66,"Slim design 30 ml, 1oz clear glass bottle with reducer and black faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.",Found
GBSlm30RdcrBrwnLthr,,,"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandbrown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm30RdcrLBrwnLthr,,,"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandlight brown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm30RdcrShnSl,,,"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandshiny silver cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm30RdcrMtSlTall,,,"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandtall silver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm30RdcrMtSl,,,"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandsilver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm30RdcrWht,,,"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandwhite cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm30SpryMtGl,,,"Slimdesign30 ml,  1oz Clear glass bottle  withmatte gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
LBSlm30LtnMtGl,,,"Slimdesign30 ml,  1oz Clear glass bottle  withmatte gold lotion pump0.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm30SpryShnGl,,,"Slimdesign30 ml,  1oz Clear glass bottle  withshiny gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
LBSlm30LtnShnGl,,,"Slimdesign30 ml,  1oz Clear glass bottle  withshiny gold lotion pump0.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm30SpryShnBlk,,,"Slimdesign30 ml,  1oz Clear glass bottle  withshiny black spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
LBSlm30LtnShnBlk,,,"Slimdesign30 ml,  1oz Clear glass bottle  withshiny black lotion pump0.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm30SpryMtSl,,,"Slimdesign30 ml,  1oz Clear glass bottle  withmatte silver spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
LBSlm30LtnMtSl,,,"Slimdesign30 ml,  1oz Clear glass bottle  withmatte silver lotion pump0.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
LBSlm30LtnClOvrCap,LBSlm30LtnClOvrCap,$2.38,"Slim design 30 ml, 1oz clear glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Slim design bott",Found
GBSlm30SpryShnSl,,,"Slimdesign30 ml,  1oz Clear glass bottle  withshiny silver spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
LBSlm30LtnShnSl,,,"Slimdesign30 ml,  1oz Clear glass bottle  withshiny silver lotion pump.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm30AnSpLvn,,,"Slimdesign30 ml,  1oz Clear glass bottle  withlavender vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm30AnSpPnk,,,"Slimdesign30 ml,  1oz Clear glass bottle  withpink vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm30AnSpMtSl,,,"Slimdesign30 ml,  1oz Clear glass bottle  withmatte silver vintage style sprayerwithmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm30AnSpIvySl,,,"Slimdesign30 ml,  1oz Clear glass bottle  withivory vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm30AnSpGl,,,"Slimdesign30 ml,  1oz Clear glass bottle  withgold vintage style sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm30AnSpIvyGl,,,"Slimdesign30 ml,  1oz Clear glass bottle  withivory vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm30AnSpBlk,GBSlm30AnSpBlk,$5.08,"Slim design 30 ml, 1oz clear glass bottle with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of",Found
GBSlm30AnSpWht,,,"Slimdesign30 ml,  1oz Clear glass bottle  withwhite vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm30AnSpRed,,,"Slimdesign30 ml,  1oz Clear glass bottle  withred vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm30DrpSl,,,"Slimdesign30 ml,  1oz Clear glass bottle  withwhite dropperwithshiny silver collar cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizer, and beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm30DrpGl,,,"Slimdesign30 ml,  1oz Clear glass bottle  withwhite dropperwithshiny gold collar cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizer, and beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm30DrpCu,GBSlm30DrpCu,$1.57,"Slim design 30 ml, 1oz clear glass bottle with white dropper with shiny copper collar cap. For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizer, and beard oils.Slim design bottle is a family of bottles availab",Found
GBSlm30RdcrPnkLthr,,,"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandpink faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm30RdcrIvyLthr,,,"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandivory faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm30SpryCu,GBSlm30SpryCu,$2.38,"Slim design 30 ml, 1oz clear glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.",Found
LBSlm30LtnCu,,,"Slimdesign30 ml,  1oz Clear glass bottle  withmatte copper lotion pump0.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50RdcrShnGl,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withreducerandshiny gold cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50RdcrShnBlkTall,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withreducerandtall black shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50RdcrShnBlk,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withreducerandblack shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50RdcrBlkLthr,GBSlm50RdcrBlkLthr,$1.85,"Slim design 50 ml, 1.7oz clear glass bottle with reducer and black faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.",Found
GBSlm50RdcrBrwnLthr,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withreducerandbrown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50RdcrLBrwnLthr,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withreducerandlight brown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50RdcrShnSl,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withreducerandshiny silver cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50RdcrMtSlTall,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withreducerandtall silver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50RdcrMtSl,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withreducerandsilver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50RdcrWht,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withreducerandwhite cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50SpryMtGl,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withmatte gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
LBSlm50LtnMtGl,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withmatte gold lotion pump00.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50SpryShnGl,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withshiny gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
LBSlm50LtnShnGl,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withshiny gold lotion pump0.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50SpryShnBlk,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withshiny black spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
LBSlm50LtnShnBlk,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withshiny black lotion pump.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50SpryMtSl,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withmatte silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
LBSlm50LtnMtSl,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withmatte silver lotion pump.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
LBSlm50LtnClOvrCap,LBSlm50LtnClOvrCap,$2.57,"Slim design 50 ml, 1.7oz clear glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Slim design bo",Found
GBSlm50SpryShnSl,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withshiny silver spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
LBSlm50LtnShnSl,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withshiny silver lotion pump0.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50AnSpLvn,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withlavender vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50AnSpPnk,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withpink vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50AnSpMtSl,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withmatte silver vintage style sprayerwithmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50AnSpIvySl,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withivory vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50AnSpGl,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withgold vintage style sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50AnSpIvyGl,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withivory vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50AnSpBlk,GBSlm50AnSpBlk,$5.27,"Slim design 50 ml, 1.7oz clear glass bottle with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty o",Found
GBSlm50AnSpWht,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withwhite vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50AnSpRed,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withred vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50AnSpTslLvn,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withLavender vintage style bulb sprayer with Tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50AnSpTslIvyGl,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withIvory vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50AnSpTslIvySl,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withIvory vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50AnSpTslWht,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withWhite vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50AnSpTslPnk,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withPink vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50AnSpTslRed,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withRed vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50AnSpTslBlk,GBSlm50AnSpTslBlk,$5.99,"Slim design 50 ml, 1.7oz clear glass bottle with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance th",Found
GBSlm50AnSpTslMtSl,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withSilver vintage style bulb sprayer with tasselandmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50AnSpTslGl,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withGold vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50RdcrPnkLthr,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withreducerandpink faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50RdcrIvyLthr,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withreducerandivory faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm50SpryCu,GBSlm50SpryCu,$2.57,"Slim design 50 ml, 1.7oz clear glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.",Found
LBSlm50LtnCu,,,"Slimdesign50 ml,  1.7oz Clear glass bottle  withmatte copper lotion pump0.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100RdcrShnGl,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandshiny gold cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100RdcrShnBlkTall,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandtall black shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100RdcrShnBlk,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandblack shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100RdcrBlkLthr,GBSlm100RdcrBlkLthr,$2.19,"Slim design 100 ml, 3 1/2oz clear glass bottle with reducer and black faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Slim design bottle is a family of bottles available 30ml, 50ml and 100ml. Pric",Found
GBSlm100RdcrBrwnLthr,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandbrown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100RdcrLBrwnLthr,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandlight brown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100RdcrShnSl,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandshiny silver cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100RdcrMtSlTall,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandtall silver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100RdcrMtSl,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandsilver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100RdcrWht,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandwhite cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100SpryMtGl,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withmatte gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
LBSlm100LtnMtGl,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withmatte gold lotion pump00.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100SpryShnGl,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withshiny gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
LBSlm100LtnShnGl,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withshiny gold lotion pump.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
