SKU_Name,SKU,Price_Tier1,Description,Status
LBDiva100LtnClOvrCap,LBDiva100LtnClOvrCap,$3.28,"Diva design 100 ml, 3 1/2oz clear glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Our Classic",Found
GBDiva100SpryShnSl,,,"Divadesign100 ml,  3 1/2oz Clear glass bottle  withshiny silver spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each",Missing
LBDiva100LtnShnSl,,,"Divadesign100 ml,  3 1/2oz Clear glass bottle  withshiny silver lotion pump0.For use with lotions, moisturizer, and serums.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each",Missing
GBDiva100AnSpLvn,,,"Divadesign100 ml,  3 1/2oz Clear glass bottle  withlavender vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each",Missing
GBDiva100AnSpPnk,,,"Divadesign100 ml,  3 1/2oz Clear glass bottle  withpink vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each",Missing
GBDiva100AnSpMtSl,,,"Divadesign100 ml,  3 1/2oz Clear glass bottle  withmatte silver vintage style sprayerwithmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each",Missing
GBDiva100AnSpIvySl,,,"Divadesign100 ml,  3 1/2oz Clear glass bottle  withivory vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each",Missing
GBDiva100AnSpGl,,,"Divadesign100 ml,  3 1/2oz Clear glass bottle  withgold vintage style sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each",Missing
GBDiva100AnSpIvyGl,,,"Divadesign100 ml,  3 1/2oz Clear glass bottle  withivory vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each",Missing
GBDiva100AnSpBlk,GBDiva100AnSpBlk,$5.99,"Diva design 100 ml, 3 1/2oz clear glass bottle with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beaut",Found
GBDiva100AnSpWht,,,"Divadesign100 ml,  3 1/2oz Clear glass bottle  withwhite vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each",Missing
GBDiva100AnSpRed,,,"Divadesign100 ml,  3 1/2oz Clear glass bottle  withred vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each",Missing
GBDiva100AnSpTslLvn,,,"Divadesign100 ml,  3 1/2oz Clear glass bottle  withLavender vintage style bulb sprayer with Tasselwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each",Missing
GBDiva100AnSpTslIvyGl,,,"Divadesign100 ml,  3 1/2oz Clear glass bottle  withIvory vintage style bulb sprayer with tasselwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each",Missing
GBDiva100AnSpTslIvySl,,,"Divadesign100 ml,  3 1/2oz Clear glass bottle  withIvory vintage style bulb sprayer with tasselwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each",Missing
GBDiva100AnSpTslWht,,,"Divadesign100 ml,  3 1/2oz Clear glass bottle  withWhite vintage style bulb sprayer with tasselwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each",Missing
GBDiva100AnSpTslPnk,,,"Divadesign100 ml,  3 1/2oz Clear glass bottle  withPink vintage style bulb sprayer with tasselwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each",Missing
GBDiva100AnSpTslRed,,,"Divadesign100 ml,  3 1/2oz Clear glass bottle  withRed vintage style bulb sprayer with tasselwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each",Missing
GBDiva100AnSpTslBlk,GBDiva100AnSpTslBlk,$6.70,"Diva design 100 ml, 3 1/2oz clear glass bottle with Black vintage style bulb sprayer with tassel with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhan",Found
GBDiva100AnSpTslMtSl,,,"Divadesign100 ml,  3 1/2oz Clear glass bottle  withSilver vintage style bulb sprayer with tasselwithmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each",Missing
GBDiva100AnSpTslGl,,,"Divadesign100 ml,  3 1/2oz Clear glass bottle  withGold vintage style bulb sprayer with tasselwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each",Missing
GBDiva100RdcrPnkLthr,,,"Divadesign100 ml,  3 1/2oz Clear glass bottle  withreducerwithpink faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each",Missing
GBDiva100RdcrIvyLthr,,,"Divadesign100 ml,  3 1/2oz Clear glass bottle  withreducerwithivory faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each",Missing
GBDiva100SpryCu,GBDiva100SpryCu,$3.28,"Diva design 100 ml, 3 1/2oz clear glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.",Found
LBDiva100LtnCu,,,"Divadesign100 ml,  3 1/2oz Clear glass bottle  withmatte copper lotion pump0.For use with lotions, moisturizer, and serums.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each",Missing
GBDmnd2ozRdcrShnGl,,,"Diamonddesign60ml,2 ounce Clear glass bottle  withreducerandshiny gold cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.A classic, multi-faceted bottle.Price each",Missing
GBDmnd2ozRdcrShnBlkTall,,,"Diamonddesign60ml,2 ounce Clear glass bottle  withreducerandtall black shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.A classic, multi-faceted bottle.Price each",Missing
GBDmnd2ozRdcrShnBlk,,,"Diamonddesign60ml,2 ounce Clear glass bottle  withreducerandblack shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.A classic, multi-faceted bottle.Price each",Missing
GBDmnd2ozRdcrBlkLthr,GBDmnd2ozRdcrBlkLthr,$2.04,"Diamond design 60ml, 2 ounce clear glass bottle with reducer and black faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. A classic, multi-faceted bottle.",Found
GBDmnd2ozRdcrBrwnLthr,,,"Diamonddesign60ml,2 ounce Clear glass bottle  withreducerandbrown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.A classic, multi-faceted bottle.Price each",Missing
GBDmnd2ozRdcrLBrwnLthr,,,"Diamonddesign60ml,2 ounce Clear glass bottle  withreducerandlight brown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.A classic, multi-faceted bottle.Price each",Missing
GBDmnd2ozRdcrShnSl,,,"Diamonddesign60ml,2 ounce Clear glass bottle  withreducerandshiny silver cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.A classic, multi-faceted bottle.Price each",Missing
GBDmnd2ozRdcrMtSlTall,,,"Diamonddesign60ml,2 ounce Clear glass bottle  withreducerandtall silver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.A classic, multi-faceted bottle.Price each",Missing
GBDmnd2ozRdcrMtSl,,,"Diamonddesign60ml,2 ounce Clear glass bottle  withreducerandsilver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.A classic, multi-faceted bottle.Price each",Missing
GBDmnd2ozRdcrWht,,,"Diamonddesign60ml,2 ounce Clear glass bottle  withreducerandwhite cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.A classic, multi-faceted bottle.Price each",Missing
GBDmnd2ozSpryMtGl,,,"Diamonddesign60ml,2 ounce Clear glass bottle  withmatte gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.A classic, multi-faceted bottle.Price each",Missing
LBDmnd2ozLtnMtGl,,,"Diamonddesign60ml,2 ounce Clear glass bottle  withmatte gold lotion pump00.For use with lotions, moisturizer, and serums.A classic, multi-faceted bottle.Price each",Missing
GBDmnd2ozSpryShnGl,,,"Diamonddesign60ml,2 ounce Clear glass bottle  withshiny gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.A classic, multi-faceted bottle.Price each",Missing
LBDmnd2ozLtnShnGl,,,"Diamonddesign60ml,2 ounce Clear glass bottle  withshiny gold lotion pump.For use with lotions, moisturizer, and serums.A classic, multi-faceted bottle.Price each",Missing
GBDmnd2ozSpryShnBlk,,,"Diamonddesign60ml,2 ounce Clear glass bottle  withshiny black spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.A classic, multi-faceted bottle.Price each",Missing
LBDmnd2ozLtnShnBlk,,,"Diamonddesign60ml,2 ounce Clear glass bottle  withshiny black lotion pump.For use with lotions, moisturizer, and serums.A classic, multi-faceted bottle.Price each",Missing
GBDmnd2ozSpryMtSl,,,"Diamonddesign60ml,2 ounce Clear glass bottle  withmatte silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.A classic, multi-faceted bottle.Price each",Missing
LBDmnd2ozLtnMtSl,,,"Diamonddesign60ml,2 ounce Clear glass bottle  withmatte silver lotion pump.For use with lotions, moisturizer, and serums.A classic, multi-faceted bottle.Price each",Missing
LBDmnd2ozLtnClOvrCap,LBDmnd2ozLtnClOvrCap,$2.76,"Diamond design 60ml, 2 ounce clear glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. A classic,",Found
GBDmnd2ozSpryShnSl,,,"Diamonddesign60ml,2 ounce Clear glass bottle  withshiny silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.A classic, multi-faceted bottle.Price each",Missing
LBDmnd2ozLtnShnSl,,,"Diamonddesign60ml,2 ounce Clear glass bottle  withshiny silver lotion pump.For use with lotions, moisturizer, and serums.A classic, multi-faceted bottle.Price each",Missing
GBDmnd2ozAnSpLvn,,,"Diamonddesign60ml,2 ounce Clear glass bottle  withlavender vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.A classic, multi-faceted bottle.Price each",Missing
GBDmnd2ozAnSpPnk,,,"Diamonddesign60ml,2 ounce Clear glass bottle  withpink vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.A classic, multi-faceted bottle.Price each",Missing
GBDmnd2ozAnSpMtSl,,,"Diamonddesign60ml,2 ounce Clear glass bottle  withmatte silver vintage style sprayerwithmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.A classic, multi-faceted bottle.Price each",Missing
GBDmnd2ozAnSpIvySl,,,"Diamonddesign60ml,2 ounce Clear glass bottle  withivory vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.A classic, multi-faceted bottle.Price each",Missing
