SKU,ProductName,Category,Material,Color,Capacity,Shape,Cap_Color,Cap_Type,Applicator,Full_Description,Target_URL,Training_Context,Source_File
2473,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2473.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2474,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2474.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2475,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2475.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2476,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2476.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2477,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2477.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2478,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2478.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2479,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2479.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2480,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2480.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2481,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2481.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2482,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2482.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
3520,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 3520.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2483,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2483.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2484,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2484.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2485,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2485.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2486,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2486.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
1165,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 1165.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2487,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2487.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2488,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2488.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2489,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2489.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2490,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2490.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2491,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2491.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2492,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2492.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2493,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2493.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2494,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2494.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
238,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 238.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
1283,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 1283.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
402,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 402.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
1282,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 1282.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
325,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 325.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2495,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2495.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
3521,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 3521.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
239,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 239.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
1285,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 1285.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
169,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 169.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
167,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 167.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2496,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2496.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
3344,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 3344.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
168,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 168.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
170,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 170.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
232,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 232.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2497,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2497.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
1220,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 1220.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
236,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 236.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
235,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 235.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
1221,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 1221.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2498,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2498.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
237,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 237.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
1222,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 1222.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
233,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 233.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2499,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2499.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
234,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 234.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
1167,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 1167.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
1166,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 1166.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2500,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2500.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2501,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2501.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2502,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2502.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2503,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2503.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2504,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2504.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
1168,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 1168.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2506,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2506.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2507,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2507.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2508,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2508.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2509,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2509.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2510,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2510.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2511,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2511.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2512,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2512.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2513,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2513.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
183,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 183.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
1178,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 1178.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2514,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2514.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
1253,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 1253.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
1106,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 1106.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2515,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2515.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
1265,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 1265.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
182,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 182.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
1177,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 1177.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
246,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 246.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
243,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 243.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2516,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2516.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
1203,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 1203.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
1202,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 1202.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
245,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 245.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2517,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2517.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2518,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2518.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
1205,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 1205.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
1209,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 1209.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
1207,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 1207.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
1208,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 1208.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2519,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2519.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
247,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 247.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
1210,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 1210.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
248,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 248.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2520,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2520.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
1206,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 1206.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2521,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2521.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
1170,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 1170.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
1169,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 1169.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2524,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2524.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2525,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,slim-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2525.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2526,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,elegant-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2526.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
205,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,elegant-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 205.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2527,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,elegant-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2527.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
1138,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,elegant-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 1138.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2528,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,elegant-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2528.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2529,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,elegant-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2529.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2530,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,elegant-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2530.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2531,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,elegant-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2531.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2532,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,elegant-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2532.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
324,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,elegant-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 324.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2533,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,elegant-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2533.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
