SKU,Description,Image_URL,Included_Component,Material,Color,Use_Cases,Tags,Item_Type,Capacity,Height_With_Cap,Height_Without_Cap,Width,Depth,Neck_Finish,Price_1pc,Price_12pc,Price_144pc,Best_Bulk_Price,Min_Order_Qty,Main_Category,Sub_Category,Product_URL
GBRnd128AnSpTslBlk,"Round design 128 ml, 4.33oz clear glass bottle with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance",https://www.bestbottles.com/images/store/enlarged_pics/GBRnd128AnSpTslBlk.gif,Black vintage style bulb sprayer with tasseland shiny silver collar cap,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, antique style bulb spray bottles, 128ml",Antique Style Bulb Spray Bottles,128 ml (4.33 oz),106 ±2 mm,83 ±1 mm,,,18-415,$6.32,,$5.99,1200pc @ $5.19,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar?video=true
GBRnd128SpryCu,"Round design 128 ml, 4.33oz clear glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Round design bottle is available in 2 sizes - 78ml and 128 ml.",https://www.bestbottles.com/images/store/enlarged_pics/GBRnd128SpryCu.gif,matte copper spray pump,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, classic perfume spray glass bottles, 128ml",Classic Perfume Spray Glass Bottles,128 ml (4.33 oz),108 ±2 mm,83 ±1 mm,,,18-415,$2.90,,$2.75,1200pc @ $2.38,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-matte-copper-spray-and-cap
GBRnd128SpryCu,"Round design 128 ml, 4.33oz clear glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Round design bottle is available in 2 sizes - 78ml and 128 ml.",https://www.bestbottles.com/images/store/enlarged_pics/GBRnd128SpryCu.gif,matte copper spray pump,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, classic perfume spray glass bottles, 128ml",Classic Perfume Spray Glass Bottles,128 ml (4.33 oz),108 ±2 mm,83 ±1 mm,,,18-415,$2.90,,$2.75,1200pc @ $2.38,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-matte-copper-spray-and-cap?video=true
GBRndFrst78AnSpBlk,"Round design 78 ml, 2.65oz frosted glass bottle with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty",https://www.bestbottles.com/images/store/enlarged_pics/GBRndFrst78AnSpBlk.gif,black vintage style bulb sprayer with shiny silver collar cap,frosted glass,frosted,"air freshner, cologne, eau de parfum, face and body spray, room spray","frosted glass, frosted, air freshner, cologne, eau de parfum, face and body spray, room spray, antique style bulb spray bottles, 78ml",Antique Style Bulb Spray Bottles,78 ml (2.64 oz),87 ±1 mm,73 ±1 mm,,,18-415,$6.08,,$5.76,1440pc @ $4.99,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBRndFrst78AnSpBlk,"Round design 78 ml, 2.65oz frosted glass bottle with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty",https://www.bestbottles.com/images/store/enlarged_pics/GBRndFrst78AnSpBlk.gif,black vintage style bulb sprayer with shiny silver collar cap,frosted glass,frosted,"air freshner, cologne, eau de parfum, face and body spray, room spray","frosted glass, frosted, air freshner, cologne, eau de parfum, face and body spray, room spray, antique style bulb spray bottles, 78ml",Antique Style Bulb Spray Bottles,78 ml (2.64 oz),87 ±1 mm,73 ±1 mm,,,18-415,$6.08,,$5.76,1440pc @ $4.99,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap?video=true
GBRndFrst78AnSpTslBlk,"Round design 78 ml, 2.65oz frosted glass bottle with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance",https://www.bestbottles.com/images/store/enlarged_pics/GBRndFrst78AnSpTslBlk.gif,Black vintage style bulb sprayer with tasseland shiny silver collar cap,frosted glass,frosted,"air freshner, cologne, eau de parfum, face and body spray, room spray","frosted glass, frosted, air freshner, cologne, eau de parfum, face and body spray, room spray, antique style bulb spray bottles, 78ml",Antique Style Bulb Spray Bottles,78 ml (2.64 oz),100 ±1 mm,73 ±1 mm,,,18-415,$6.79,,$6.44,1440pc @ $5.58,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBRndFrst78AnSpTslBlk,"Round design 78 ml, 2.65oz frosted glass bottle with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance",https://www.bestbottles.com/images/store/enlarged_pics/GBRndFrst78AnSpTslBlk.gif,Black vintage style bulb sprayer with tasseland shiny silver collar cap,frosted glass,frosted,"air freshner, cologne, eau de parfum, face and body spray, room spray","frosted glass, frosted, air freshner, cologne, eau de parfum, face and body spray, room spray, antique style bulb spray bottles, 78ml",Antique Style Bulb Spray Bottles,78 ml (2.64 oz),100 ±1 mm,73 ±1 mm,,,18-415,$6.79,,$6.44,1440pc @ $5.58,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar?video=true
GBRndFrst78SpryCu,"Round design 78 ml, 2.65oz frosted glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Round design bottle is available in 2 sizes - 78ml and 128 ml.",https://www.bestbottles.com/images/store/enlarged_pics/GBRndFrst78SpryCu.gif,matte copper spray pump,frosted glass,frosted,"air freshner, cologne, eau de parfum, face and body spray, room spray","frosted glass, frosted, air freshner, cologne, eau de parfum, face and body spray, room spray, classic perfume spray glass bottles, 78ml",Classic Perfume Spray Glass Bottles,78 ml (2.64 oz),97 ±1 mm,73 ±1 mm,,,18-415,$3.37,,$3.20,1440pc @ $2.77,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-matte-copper-spray-and-cap
GBRndFrst78SpryCu,"Round design 78 ml, 2.65oz frosted glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Round design bottle is available in 2 sizes - 78ml and 128 ml.",https://www.bestbottles.com/images/store/enlarged_pics/GBRndFrst78SpryCu.gif,matte copper spray pump,frosted glass,frosted,"air freshner, cologne, eau de parfum, face and body spray, room spray","frosted glass, frosted, air freshner, cologne, eau de parfum, face and body spray, room spray, classic perfume spray glass bottles, 78ml",Classic Perfume Spray Glass Bottles,78 ml (2.64 oz),97 ±1 mm,73 ±1 mm,,,18-415,$3.37,,$3.20,1440pc @ $2.77,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-matte-copper-spray-and-cap?video=true
GBRnd78AnSpBlk,"Round design 78 ml, 2.65oz clear glass bottle with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty",https://www.bestbottles.com/images/store/enlarged_pics/GBRnd78AnSpBlk.gif,black vintage style bulb sprayer with shiny silver collar cap,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, antique style bulb spray bottles, 78ml",Antique Style Bulb Spray Bottles,78 ml (2.64 oz),100 ±1 mm,73 ±1 mm,,,18-415,$5.61,,$5.31,1440pc @ $4.60,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBRnd78AnSpBlk,"Round design 78 ml, 2.65oz clear glass bottle with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty",https://www.bestbottles.com/images/store/enlarged_pics/GBRnd78AnSpBlk.gif,black vintage style bulb sprayer with shiny silver collar cap,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, antique style bulb spray bottles, 78ml",Antique Style Bulb Spray Bottles,78 ml (2.64 oz),100 ±1 mm,73 ±1 mm,,,18-415,$5.61,,$5.31,1440pc @ $4.60,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap?video=true
GBRnd78AnSpTslBlk,"Round design 78 ml, 2.65oz clear glass bottle with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance",https://www.bestbottles.com/images/store/enlarged_pics/GBRnd78AnSpTslBlk.gif,Black vintage style bulb sprayer with tasseland shiny silver collar cap,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, antique style bulb spray bottles, 78ml",Antique Style Bulb Spray Bottles,78 ml (2.64 oz),95 ±1 mm,73 ±1 mm,,,18-415,$6.32,,$5.99,1440pc @ $5.19,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBRnd78AnSpTslBlk,"Round design 78 ml, 2.65oz clear glass bottle with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance",https://www.bestbottles.com/images/store/enlarged_pics/GBRnd78AnSpTslBlk.gif,Black vintage style bulb sprayer with tasseland shiny silver collar cap,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, antique style bulb spray bottles, 78ml",Antique Style Bulb Spray Bottles,78 ml (2.64 oz),95 ±1 mm,73 ±1 mm,,,18-415,$6.32,,$5.99,1440pc @ $5.19,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar?video=true
GBRnd78SpryCu,"Round design 78 ml, 2.65oz clear glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Round design bottle is available in 2 sizes - 78ml and 128 ml.",https://www.bestbottles.com/images/store/enlarged_pics/GBRnd78SpryCu.gif,matte copper spray pump,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, classic perfume spray glass bottles, 78ml",Classic Perfume Spray Glass Bottles,78 ml (2.64 oz),97 ±1 mm,73 ±1 mm,,,18-415,$2.90,,$2.75,1440pc @ $2.38,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-matte-copper-spray-and-cap
GBRnd78SpryCu,"Round design 78 ml, 2.65oz clear glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Round design bottle is available in 2 sizes - 78ml and 128 ml.",https://www.bestbottles.com/images/store/enlarged_pics/GBRnd78SpryCu.gif,matte copper spray pump,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, classic perfume spray glass bottles, 78ml",Classic Perfume Spray Glass Bottles,78 ml (2.64 oz),97 ±1 mm,73 ±1 mm,,,18-415,$2.90,,$2.75,1440pc @ $2.38,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-matte-copper-spray-and-cap?video=true
GBRoyal13SpryBlkSh,"Royal design 13ml, 1/2oz Clear glass bottle with shiny black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, classic style bottle good for promotions and decants.",https://www.bestbottles.com/images/store/enlarged_pics/GBRoyal13SpryBlkSh.gif,shiny black spray. Fine mist spray,Clear glass,Clear,"cologne, perfume, perfumes and colognes, promotions and decants, use with perfumes and colognes","clear glass, clear, cologne, perfume, perfumes and colognes, promotions and decants, use with perfumes and colognes, refillable glass bottles with fine mist sprayers, 13ml",Refillable Glass Bottles with Fine Mist Sprayers,13 ml (0.44 oz),76 ±1 mm,56 ±1 mm,40 ±0.5 mm,21 ±0.5 mm,13-415,$0.92,,$0.87,1560pc @ $0.76,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-shiny-black-spray
GBRoyal13SpryBlkSh,"Royal design 13ml, 1/2oz Clear glass bottle with shiny black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, classic style bottle good for promotions and decants.",https://www.bestbottles.com/images/store/enlarged_pics/GBRoyal13SpryBlkSh.gif,shiny black spray. Fine mist spray,Clear glass,Clear,"cologne, perfume, perfumes and colognes, promotions and decants, use with perfumes and colognes","clear glass, clear, cologne, perfume, perfumes and colognes, promotions and decants, use with perfumes and colognes, refillable glass bottles with fine mist sprayers, 13ml",Refillable Glass Bottles with Fine Mist Sprayers,13 ml (0.44 oz),76 ±1 mm,56 ±1 mm,40 ±0.5 mm,21 ±0.5 mm,13-415,$0.92,,$0.87,1560pc @ $0.76,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-shiny-black-spray?video=true
GBAtom10Sl,"Silver atomizer design 10 ml bottle. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion.",https://www.bestbottles.com/images/store/enlarged_pics/GBAtom10Sl.gif,,,Silver,"cologne, eau de parfum, gifts and promotion, perfume, perfumes, colognes, eau de parfum, use with perfumes, colognes, eau de parfum","silver, cologne, eau de parfum, gifts and promotion, perfume, perfumes, colognes, eau de parfum, use with perfumes, colognes, eau de parfum, refillable metal shell perfume atomizers and travel size purse atomizers, 10ml",Refillable Metal shell perfume atomizers and travel size purse atomizers,10 ml (0.34 oz),89 ±1 mm,82 ±1 mm,,,17mm,$2.99,,$2.84,1500pc @ $2.46,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/silver-atomizer-design-10-ml-bottle
GBAtom10SlDot,"Silver atomizer design 10 ml bottle with dots. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion.",https://www.bestbottles.com/images/store/enlarged_pics/GBAtom10SlDot.gif,,,Silver,"cologne, eau de parfum, gifts and promotion, perfume, perfumes, colognes, eau de parfum, use with perfumes, colognes, eau de parfum","silver, cologne, eau de parfum, gifts and promotion, perfume, perfumes, colognes, eau de parfum, use with perfumes, colognes, eau de parfum, refillable metal shell perfume atomizers and travel size purse atomizers, 10ml",Refillable Metal shell perfume atomizers and travel size purse atomizers,10 ml (0.34 oz),89 ±1 mm,82 ±1 mm,,,17mm,$3.23,,$3.06,1500pc @ $2.65,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/silver-atomizer-design-10-ml-bottle-dots
GBAtom10SlStars,"Silver atomizer design 10 ml bottle with star patterns. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion.",https://www.bestbottles.com/images/store/enlarged_pics/GBAtom10SlStars.gif,,,Silver,"cologne, eau de parfum, gifts and promotion, perfume, perfumes, colognes, eau de parfum, use with perfumes, colognes, eau de parfum","silver, cologne, eau de parfum, gifts and promotion, perfume, perfumes, colognes, eau de parfum, use with perfumes, colognes, eau de parfum, refillable metal shell perfume atomizers and travel size purse atomizers, 10ml",Refillable Metal shell perfume atomizers and travel size purse atomizers,10 ml (0.34 oz),89 ±1 mm,82 ±1 mm,,,17mm,$3.23,,$3.06,1500pc @ $2.65,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/silver-atomizer-design-10-ml-bottle-star-patterns
GBAtom5Sl,"Silver atomizer design 5 ml bottle. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion.",https://www.bestbottles.com/images/store/enlarged_pics/GBAtom5Sl.gif,,,Silver,"cologne, eau de parfum, gifts and promotion, perfume, perfumes, colognes, eau de parfum, use with perfumes, colognes, eau de parfum","silver, cologne, eau de parfum, gifts and promotion, perfume, perfumes, colognes, eau de parfum, use with perfumes, colognes, eau de parfum, refillable metal shell perfume atomizers and travel size purse atomizers, 5ml",Refillable Metal shell perfume atomizers and travel size purse atomizers,5 ml (0.17 oz),81 ±1 mm,76 ±1 mm,,,13mm,$2.66,,$2.52,3000pc @ $2.18,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/silver-atomizer-design-5-ml-bottle
GBAtom5SlDot,"Silver atomizer and sprayer with dots, design 5 ml bottle with dots. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion.",https://www.bestbottles.com/images/store/enlarged_pics/GBAtom5SlDot.gif,,,Silver,"cologne, eau de parfum, gifts and promotion, perfume, perfumes, colognes, eau de parfum, use with perfumes, colognes, eau de parfum","silver, cologne, eau de parfum, gifts and promotion, perfume, perfumes, colognes, eau de parfum, use with perfumes, colognes, eau de parfum, refillable metal shell perfume atomizers and travel size purse atomizers, 5ml",Refillable Metal shell perfume atomizers and travel size purse atomizers,5 ml (0.17 oz),104 ±2 mm,76 ±1 mm,,,13mm,$2.90,,$2.75,3000pc @ $2.38,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/silver-atomizer-design-5-ml-bottle-dots
GBAtom5SlStars,"Silver atomizer design 5 ml bottle with star patterns. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion.",https://www.bestbottles.com/images/store/enlarged_pics/GBAtom5SlStars.gif,,,Silver,"cologne, eau de parfum, gifts and promotion, perfume, perfumes, colognes, eau de parfum, use with perfumes, colognes, eau de parfum","silver, cologne, eau de parfum, gifts and promotion, perfume, perfumes, colognes, eau de parfum, use with perfumes, colognes, eau de parfum, refillable metal shell perfume atomizers and travel size purse atomizers, 5ml",Refillable Metal shell perfume atomizers and travel size purse atomizers,5 ml (0.17 oz),81 ±1 mm,76 ±1 mm,,,13mm,$2.90,,$2.75,3000pc @ $2.38,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/silver-atomizer-design-5-ml-bottle-star-patterns
GBAtom5SlimSl,"Silver slim atomizer design 5 ml bottle. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion.",https://www.bestbottles.com/images/store/enlarged_pics/GBAtom5SlimSl.gif,,,Silver,"cologne, eau de parfum, gifts and promotion, perfume, perfumes, colognes, eau de parfum, use with perfumes, colognes, eau de parfum","silver, cologne, eau de parfum, gifts and promotion, perfume, perfumes, colognes, eau de parfum, use with perfumes, colognes, eau de parfum, refillable metal shell perfume atomizers and travel size purse atomizers, 5ml",Refillable Metal shell perfume atomizers and travel size purse atomizers,5 ml (0.17 oz),104 ±2 mm,92 ±1 mm,,,10mm,$2.14,,$2.03,3000pc @ $1.76,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/silver-slim-atomizer-design-5-ml-bottle
GBSlk100AnSpBlk,"Sleek design 100 ml, 3 1/2oz clear glass bottle with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beau",https://www.bestbottles.com/images/store/enlarged_pics/GBSlk100AnSpBlk.gif,black vintage style bulb sprayer with shiny silver collar cap,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, antique style bulb spray bottles, 100ml",Antique Style Bulb Spray Bottles,100 ml (3.38 oz),199 ±2 mm,149 ±2 mm,36 ±0.5 mm Neck Thread Size: 18-415,,18-415,$5.61,,$5.31,1260pc @ $4.60,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBSlk100AnSpBlk,"Sleek design 100 ml, 3 1/2oz clear glass bottle with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beau",https://www.bestbottles.com/images/store/enlarged_pics/GBSlk100AnSpBlk.gif,black vintage style bulb sprayer with shiny silver collar cap,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, antique style bulb spray bottles, 100ml",Antique Style Bulb Spray Bottles,100 ml (3.38 oz),199 ±2 mm,149 ±2 mm,36 ±0.5 mm Neck Thread Size: 18-415,,18-415,$5.61,,$5.31,1260pc @ $4.60,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap?video=true
GBSlk100AnSpTslBlk,"Sleek design 100 ml, 3 1/2oz clear glass bottle with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhanc",https://www.bestbottles.com/images/store/enlarged_pics/GBSlk100AnSpTslBlk.gif,Black vintage style bulb sprayer with tasseland shiny silver collar cap,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, antique style bulb spray bottles, 100ml",Antique Style Bulb Spray Bottles,100 ml (3.38 oz),191 ±2 mm,149 ±2 mm,36 ±0.5 mm Neck Thread Size: 18-415,,18-415,$6.32,,$5.99,1260pc @ $5.19,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBSlk100AnSpTslBlk,"Sleek design 100 ml, 3 1/2oz clear glass bottle with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhanc",https://www.bestbottles.com/images/store/enlarged_pics/GBSlk100AnSpTslBlk.gif,Black vintage style bulb sprayer with tasseland shiny silver collar cap,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, antique style bulb spray bottles, 100ml",Antique Style Bulb Spray Bottles,100 ml (3.38 oz),191 ±2 mm,149 ±2 mm,36 ±0.5 mm Neck Thread Size: 18-415,,18-415,$6.32,,$5.99,1260pc @ $5.19,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar?video=true
GBSlk100SpryCu,"Sleek design 100 ml, 3 1/2oz clear glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml. P",https://www.bestbottles.com/images/store/enlarged_pics/GBSlk100SpryCu.gif,matte copper spray pump,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, classic perfume spray glass bottles, 100ml",Classic Perfume Spray Glass Bottles,100 ml (3.38 oz),190 ±2 mm,149 ±2 mm,36 ±0.5 mm Neck Thread Size: 18-415,,18-415,$2.90,,$2.75,1260pc @ $2.38,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-matte-copper-spray-and-cap
GBSlk100SpryCu,"Sleek design 100 ml, 3 1/2oz clear glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml. P",https://www.bestbottles.com/images/store/enlarged_pics/GBSlk100SpryCu.gif,matte copper spray pump,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, classic perfume spray glass bottles, 100ml",Classic Perfume Spray Glass Bottles,100 ml (3.38 oz),190 ±2 mm,149 ±2 mm,36 ±0.5 mm Neck Thread Size: 18-415,,18-415,$2.90,,$2.75,1260pc @ $2.38,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-matte-copper-spray-and-cap?video=true
