SKU,Description,Image_URL,Included_Component,Material,Color,Use_Cases,Tags,Item_Type,Capacity,Height_With_Cap,Height_Without_Cap,Width,Depth,Neck_Finish,Price_1pc,Price_12pc,Price_144pc,Best_Bulk_Price,Min_Order_Qty,Main_Category,Sub_Category,Product_URL
GBSlk30AnSpBlk,"Sleek design 30 ml, 1oz clear glass bottle with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of",https://www.bestbottles.com/images/store/enlarged_pics/GBSlk30AnSpBlk.gif,black vintage style bulb sprayer with shiny silver collar cap,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, antique style bulb spray bottles, 30ml",Antique Style Bulb Spray Bottles,30 ml (1.01 oz),126 ±2 mm,98 ±1 mm,28 ±0.5 mm Neck Thread Size: 18-415,,18-415,$5.13,,$4.86,1350pc @ $4.21,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/sleek-design-30-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBSlk30AnSpBlk,"Sleek design 30 ml, 1oz clear glass bottle with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of",https://www.bestbottles.com/images/store/enlarged_pics/GBSlk30AnSpBlk.gif,black vintage style bulb sprayer with shiny silver collar cap,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, antique style bulb spray bottles, 30ml",Antique Style Bulb Spray Bottles,30 ml (1.01 oz),126 ±2 mm,98 ±1 mm,28 ±0.5 mm Neck Thread Size: 18-415,,18-415,$5.13,,$4.86,1350pc @ $4.21,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/sleek-design-30-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap?video=true
GBSlk30SpryCu,"Sleek design 30 ml, 1oz clear glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.",https://www.bestbottles.com/images/store/enlarged_pics/GBSlk30SpryCu.gif,matte copper spray pump,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, classic perfume spray glass bottles, 30ml",Classic Perfume Spray Glass Bottles,30 ml (1.01 oz),123 ±2 mm,98 ±1 mm,28 ±0.5 mm Neck Thread Size: 18-415,,18-415,$2.42,,$2.30,1350pc @ $1.99,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/sleek-design-30-ml-glass-bottle-matte-copper-spray-and-cap
GBSlk30SpryCu,"Sleek design 30 ml, 1oz clear glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.",https://www.bestbottles.com/images/store/enlarged_pics/GBSlk30SpryCu.gif,matte copper spray pump,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, classic perfume spray glass bottles, 30ml",Classic Perfume Spray Glass Bottles,30 ml (1.01 oz),123 ±2 mm,98 ±1 mm,28 ±0.5 mm Neck Thread Size: 18-415,,18-415,$2.42,,$2.30,1350pc @ $1.99,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/sleek-design-30-ml-glass-bottle-matte-copper-spray-and-cap?video=true
GBSleek5SpryBlkMatt,"Sleek design 5ml, 1/6oz Clear glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, Small sized bottle for decants, promotion, samples and travel accessory.",https://www.bestbottles.com/images/store/enlarged_pics/GBSleek5SpryBlkMatt.gif,matte black spray. Fine mist spray,Clear glass,Clear,"cologne, decants, promotion, samples and travel accessory, perfume, perfumes and colognes, use with perfumes and colognes","clear glass, clear, cologne, decants, promotion, samples and travel accessory, perfume, perfumes and colognes, use with perfumes and colognes, refillable glass bottles with fine mist sprayers, 5ml",Refillable Glass Bottles with Fine Mist Sprayers,5 ml (0.17 oz),64 ±1 mm,45 ±0.5 mm,17 ±0.5 mm,17 ±0.5 mm,13-415,$0.90,,$0.86,3520pc @ $0.74,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-matte-black-spray
GBSleek5SpryBlkMatt,"Sleek design 5ml, 1/6oz Clear glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, Small sized bottle for decants, promotion, samples and travel accessory.",https://www.bestbottles.com/images/store/enlarged_pics/GBSleek5SpryBlkMatt.gif,matte black spray. Fine mist spray,Clear glass,Clear,"cologne, decants, promotion, samples and travel accessory, perfume, perfumes and colognes, use with perfumes and colognes","clear glass, clear, cologne, decants, promotion, samples and travel accessory, perfume, perfumes and colognes, use with perfumes and colognes, refillable glass bottles with fine mist sprayers, 5ml",Refillable Glass Bottles with Fine Mist Sprayers,5 ml (0.17 oz),64 ±1 mm,45 ±0.5 mm,17 ±0.5 mm,17 ±0.5 mm,13-415,$0.90,,$0.86,3520pc @ $0.74,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-matte-black-spray?video=true
GBSlk50AnSpBlk,"Sleek design 50 ml, 1.7oz clear glass bottle with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty",https://www.bestbottles.com/images/store/enlarged_pics/GBSlk50AnSpBlk.gif,black vintage style bulb sprayer with shiny silver collar cap,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, antique style bulb spray bottles, 50ml",Antique Style Bulb Spray Bottles,50 ml (1.69 oz),167 ±2 mm,139 ±2 mm,28 ±0.5 mm Neck Thread Size: 18-415,,18-415,$5.27,,$5.00,1350pc @ $4.33,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBSlk50AnSpBlk,"Sleek design 50 ml, 1.7oz clear glass bottle with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty",https://www.bestbottles.com/images/store/enlarged_pics/GBSlk50AnSpBlk.gif,black vintage style bulb sprayer with shiny silver collar cap,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, antique style bulb spray bottles, 50ml",Antique Style Bulb Spray Bottles,50 ml (1.69 oz),167 ±2 mm,139 ±2 mm,28 ±0.5 mm Neck Thread Size: 18-415,,18-415,$5.27,,$5.00,1350pc @ $4.33,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap?video=true
GBSlk50AnSpTslBlk,"Sleek design 50 ml, 1.7oz clear glass bottle with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance t",https://www.bestbottles.com/images/store/enlarged_pics/GBSlk50AnSpTslBlk.gif,Black vintage style bulb sprayer with tasseland shiny silver collar cap,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, antique style bulb spray bottles, 50ml",Antique Style Bulb Spray Bottles,50 ml (1.69 oz),167 ±2 mm,139 ±2 mm,28 ±0.5 mm Neck Thread Size: 18-415,,18-415,$5.99,,$5.67,1350pc @ $4.91,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBSlk50AnSpTslBlk,"Sleek design 50 ml, 1.7oz clear glass bottle with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance t",https://www.bestbottles.com/images/store/enlarged_pics/GBSlk50AnSpTslBlk.gif,Black vintage style bulb sprayer with tasseland shiny silver collar cap,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, antique style bulb spray bottles, 50ml",Antique Style Bulb Spray Bottles,50 ml (1.69 oz),167 ±2 mm,139 ±2 mm,28 ±0.5 mm Neck Thread Size: 18-415,,18-415,$5.99,,$5.67,1350pc @ $4.91,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar?video=true
GBSlk50SpryCu,"Sleek design 50 ml, 1.7oz clear glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml. Pric",https://www.bestbottles.com/images/store/enlarged_pics/GBSlk50SpryCu.gif,matte copper spray pump,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, classic perfume spray glass bottles, 50ml",Classic Perfume Spray Glass Bottles,50 ml (1.69 oz),164 ±2 mm,139 ±2 mm,28 ±0.5 mm Neck Thread Size: 18-415,,18-415,$2.57,,$2.43,1350pc @ $2.11,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-matte-copper-spray-and-cap
GBSlk50SpryCu,"Sleek design 50 ml, 1.7oz clear glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml. Pric",https://www.bestbottles.com/images/store/enlarged_pics/GBSlk50SpryCu.gif,matte copper spray pump,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, classic perfume spray glass bottles, 50ml",Classic Perfume Spray Glass Bottles,50 ml (1.69 oz),164 ±2 mm,139 ±2 mm,28 ±0.5 mm Neck Thread Size: 18-415,,18-415,$2.57,,$2.43,1350pc @ $2.11,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-matte-copper-spray-and-cap?video=true
GBSleek8SpryBlkMatt,"Sleek design 8ml, 1/3oz Clear glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, Small sized bottle for decants, promotion, samples and travel accessory.",https://www.bestbottles.com/images/store/enlarged_pics/GBSleek8SpryBlkMatt.gif,matte black spray. Fine mist spray,Clear glass,Clear,"cologne, decants, promotion, samples and travel accessory, perfume, perfumes and colognes, use with perfumes and colognes","clear glass, clear, cologne, decants, promotion, samples and travel accessory, perfume, perfumes and colognes, use with perfumes and colognes, refillable glass bottles with fine mist sprayers, 8ml",Refillable Glass Bottles with Fine Mist Sprayers,8 ml (0.27 oz),86 ±1 mm,66 ±1 mm,17 ±0.5 mm,17 ±0.5 mm,13-415,$0.92,,$0.87,3000pc @ $0.76,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-matte-black-spray
GBSleek8SpryBlkMatt,"Sleek design 8ml, 1/3oz Clear glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, Small sized bottle for decants, promotion, samples and travel accessory.",https://www.bestbottles.com/images/store/enlarged_pics/GBSleek8SpryBlkMatt.gif,matte black spray. Fine mist spray,Clear glass,Clear,"cologne, decants, promotion, samples and travel accessory, perfume, perfumes and colognes, use with perfumes and colognes","clear glass, clear, cologne, decants, promotion, samples and travel accessory, perfume, perfumes and colognes, use with perfumes and colognes, refillable glass bottles with fine mist sprayers, 8ml",Refillable Glass Bottles with Fine Mist Sprayers,8 ml (0.27 oz),86 ±1 mm,66 ±1 mm,17 ±0.5 mm,17 ±0.5 mm,13-415,$0.92,,$0.87,3000pc @ $0.76,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-matte-black-spray?video=true
GBSlm100AnSpBlk,"Slim design 100 ml, 3 1/2oz clear glass bottle with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beaut",https://www.bestbottles.com/images/store/enlarged_pics/GBSlm100AnSpBlk.gif,black vintage style bulb sprayer with shiny silver collar cap,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, antique style bulb spray bottles, 100ml",Antique Style Bulb Spray Bottles,100 ml (3.38 oz),197 ±2 mm,154 ±2 mm,37 ±0.5 mm,,18-415,$5.61,,$5.31,1200pc @ $4.60,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/slim-design-100-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBSlm100AnSpBlk,"Slim design 100 ml, 3 1/2oz clear glass bottle with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beaut",https://www.bestbottles.com/images/store/enlarged_pics/GBSlm100AnSpBlk.gif,black vintage style bulb sprayer with shiny silver collar cap,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, antique style bulb spray bottles, 100ml",Antique Style Bulb Spray Bottles,100 ml (3.38 oz),197 ±2 mm,154 ±2 mm,37 ±0.5 mm,,18-415,$5.61,,$5.31,1200pc @ $4.60,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/slim-design-100-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap?video=true
GBSlm100AnSpTslBlk,"Slim design 100 ml, 3 1/2oz clear glass bottle with Black vintage style bulb sprayer with tassel with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhan",https://www.bestbottles.com/images/store/enlarged_pics/GBSlm100AnSpTslBlk.gif,Black vintage style bulb sprayer with tassel with shiny silver collar cap,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, antique style bulb spray bottles, 100ml",Antique Style Bulb Spray Bottles,100 ml (3.38 oz),175 ±2 mm,154 ±2 mm,37 ±0.5 mm,,18-415,$6.32,,$5.99,1200pc @ $5.19,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/slim-design-100-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar
