sku,description,image_url,included_component,item_type,capacity,height_total,height_bottle_only,width,depth,neck_finish,price_1pc,price_12pc,price_144pc,price_bulk,url
GBSleek8SpryBlkMatt,"Sleek design 8ml, 1/3oz Clear glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, Small sized bottle for decants, promotion, samples and travel accessory.",https://www.bestbottles.com/images/store/caps/13-415SpShnBlk.png,matte black spray,Refillable Glass Bottles with Fine Mist Sprayers,8 ml (0.27 oz),86 ±1 mm,66 ±1 mm,17 ±0.5 mm,17 ±0.5 mm,13-415,0.97,0.92,0.87,3000pc: $0.76,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-matte-black-spray
GBSleek8SpryBlkMatt,"Sleek design 8ml, 1/3oz Clear glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, Small sized bottle for decants, promotion, samples and travel accessory.",https://www.bestbottles.com/images/store/caps/13-415SpShnBlk.png,matte black spray,Refillable Glass Bottles with Fine Mist Sprayers,8 ml (0.27 oz),86 ±1 mm,66 ±1 mm,17 ±0.5 mm,17 ±0.5 mm,13-415,0.97,0.92,0.87,3000pc: $0.76,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-matte-black-spray?video=true
GBSlm100AnSpBlk,"Slim design 100 ml, 3 1/2oz  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beaut",https://www.bestbottles.com/images/store/caps/18-415SpAnSpBulbPnk.png,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,100 ml (3.38 oz),197 ±2 mm,154 ±2 mm,37 ±0.5 mm,,18-415,5.90,5.61,5.31,1200pc: $4.60,https://www.bestbottles.com/product/slim-design-100-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBSlm100AnSpBlk,"Slim design 100 ml, 3 1/2oz  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beaut",https://www.bestbottles.com/images/store/caps/18-415SpAnSpBulbPnk.png,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,100 ml (3.38 oz),197 ±2 mm,154 ±2 mm,37 ±0.5 mm,,18-415,5.90,5.61,5.31,1200pc: $4.60,https://www.bestbottles.com/product/slim-design-100-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap?video=true
GBSlm100AnSpTslBlk,"Slim design 100 ml, 3 1/2oz  clear glass bottle  with Black vintage style bulb sprayer with tassel with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhan",https://www.bestbottles.com/images/store/caps/18-415SpAnSpTslPnk.png,Black vintage style bulb sprayer with tassel with shiny silver collar cap,Antique Style Bulb Spray Bottles,100 ml (3.38 oz),175 ±2 mm,154 ±2 mm,37 ±0.5 mm,,18-415,6.65,6.32,5.99,1200pc: $5.19,https://www.bestbottles.com/product/slim-design-100-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBSlm100AnSpTslBlk,"Slim design 100 ml, 3 1/2oz  clear glass bottle  with Black vintage style bulb sprayer with tassel with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhan",https://www.bestbottles.com/images/store/caps/18-415SpAnSpTslPnk.png,Black vintage style bulb sprayer with tassel with shiny silver collar cap,Antique Style Bulb Spray Bottles,100 ml (3.38 oz),175 ±2 mm,154 ±2 mm,37 ±0.5 mm,,18-415,6.65,6.32,5.99,1200pc: $5.19,https://www.bestbottles.com/product/slim-design-100-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar?video=true
GBSlm100SpryCu,"Slim design 100 ml, 3 1/2oz  clear glass bottle  with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.",https://www.bestbottles.com/images/store/caps/18-415SpShnSl.png,matte copper spray pump,Classic Perfume Spray Glass Bottles,100 ml (3.38 oz),180 ±2 mm,154 ±2 mm,37 ±0.5 mm,,18-415,3.05,2.90,2.75,1200pc: $2.38,https://www.bestbottles.com/product/slim-design-100-ml-glass-bottle-matte-copper-spray-and-cap
GBSlm100SpryCu,"Slim design 100 ml, 3 1/2oz  clear glass bottle  with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.",https://www.bestbottles.com/images/store/caps/18-415SpShnSl.png,matte copper spray pump,Classic Perfume Spray Glass Bottles,100 ml (3.38 oz),180 ±2 mm,154 ±2 mm,37 ±0.5 mm,,18-415,3.05,2.90,2.75,1200pc: $2.38,https://www.bestbottles.com/product/slim-design-100-ml-glass-bottle-matte-copper-spray-and-cap?video=true
GBSlm30AnSpBlk,"Slim design 30 ml, 1oz  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty of",https://www.bestbottles.com/images/store/caps/18-415SpAnSpBulbLvn.png,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,30 ml (1.01 oz),115 ±2 mm,87 ±1 mm,30 ±0.5 mm,,18-415,5.35,5.08,4.82,1440pc: $4.17,https://www.bestbottles.com/product/slim-design-30-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBSlm30AnSpBlk,"Slim design 30 ml, 1oz  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty of",https://www.bestbottles.com/images/store/caps/18-415SpAnSpBulbLvn.png,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,30 ml (1.01 oz),115 ±2 mm,87 ±1 mm,30 ±0.5 mm,,18-415,5.35,5.08,4.82,1440pc: $4.17,https://www.bestbottles.com/product/slim-design-30-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap?video=true
GBSlm30SpryCu,"Slim design 30 ml, 1oz  clear glass bottle  with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.",https://www.bestbottles.com/images/store/caps/18-415SpBlk.png,matte copper spray pump,Classic Perfume Spray Glass Bottles,30 ml (1.01 oz),112 ±2 mm,87 ±1 mm,30 ±0.5 mm,,18-415,2.50,2.38,2.25,1440pc: $1.95,https://www.bestbottles.com/product/slim-design-30-ml-glass-bottle-matte-copper-spray-and-cap
GBSlm30SpryCu,"Slim design 30 ml, 1oz  clear glass bottle  with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.",https://www.bestbottles.com/images/store/caps/18-415SpBlk.png,matte copper spray pump,Classic Perfume Spray Glass Bottles,30 ml (1.01 oz),112 ±2 mm,87 ±1 mm,30 ±0.5 mm,,18-415,2.50,2.38,2.25,1440pc: $1.95,https://www.bestbottles.com/product/slim-design-30-ml-glass-bottle-matte-copper-spray-and-cap?video=true
GBSlm50AnSpBlk,"Slim design 50 ml, 1.7oz  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty o",https://www.bestbottles.com/images/store/caps/18-415SpAnSpBulbPnk.png,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,50 ml (1.69 oz),147 ±2 mm,121 ±2 mm,31 ±0.5 mm,,18-415,5.55,5.27,5.00,1440pc: $4.33,https://www.bestbottles.com/product/slim-design-50-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBSlm50AnSpBlk,"Slim design 50 ml, 1.7oz  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty o",https://www.bestbottles.com/images/store/caps/18-415SpAnSpBulbPnk.png,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,50 ml (1.69 oz),147 ±2 mm,121 ±2 mm,31 ±0.5 mm,,18-415,5.55,5.27,5.00,1440pc: $4.33,https://www.bestbottles.com/product/slim-design-50-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap?video=true
GBSlm50AnSpTslBlk,"Slim design 50 ml, 1.7oz  clear glass bottle  with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance th",https://www.bestbottles.com/images/store/caps/18-415SpAnSpTslBlk.png,Black vintage style bulb sprayer with tasseland shiny silver collar cap,Antique Style Bulb Spray Bottles,50 ml (1.69 oz),143 ±2 mm,121 ±2 mm,31 ±0.5 mm,,18-415,6.30,5.99,5.67,1440pc: $4.91,https://www.bestbottles.com/product/slim-design-50-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBSlm50AnSpTslBlk,"Slim design 50 ml, 1.7oz  clear glass bottle  with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance th",https://www.bestbottles.com/images/store/caps/18-415SpAnSpTslBlk.png,Black vintage style bulb sprayer with tasseland shiny silver collar cap,Antique Style Bulb Spray Bottles,50 ml (1.69 oz),143 ±2 mm,121 ±2 mm,31 ±0.5 mm,,18-415,6.30,5.99,5.67,1440pc: $4.91,https://www.bestbottles.com/product/slim-design-50-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar?video=true
GBSlm50SpryCu,"Slim design 50 ml, 1.7oz  clear glass bottle  with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.",https://www.bestbottles.com/images/store/caps/18-415SpShnGl.png,matte copper spray pump,Classic Perfume Spray Glass Bottles,50 ml (1.69 oz),146 ±2 mm,121 ±2 mm,31 ±0.5 mm,,18-415,2.70,2.57,2.43,1440pc: $2.11,https://www.bestbottles.com/product/slim-design-50-ml-glass-bottle-matte-copper-spray-and-cap
GBSlm50SpryCu,"Slim design 50 ml, 1.7oz  clear glass bottle  with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.",https://www.bestbottles.com/images/store/caps/18-415SpShnGl.png,matte copper spray pump,Classic Perfume Spray Glass Bottles,50 ml (1.69 oz),146 ±2 mm,121 ±2 mm,31 ±0.5 mm,,18-415,2.70,2.57,2.43,1440pc: $2.11,https://www.bestbottles.com/product/slim-design-50-ml-glass-bottle-matte-copper-spray-and-cap?video=true
GBSqr15SpryBlkSh,"Square design 15ml, 1/2oz Clear glass bottle with shiny black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, classic style bottle good for promotions and decants.",https://www.bestbottles.com/images/store/caps/13-415SpShnBlk.png,shiny black spray,Refillable Glass Bottles with Fine Mist Sprayers,15 ml (0.51 oz),73 ±1 mm,52 ±1 mm,26 ±0.5 mm,26 ±0.5 mm,13-415,0.97,0.92,0.87,2100pc: $0.76,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-shiny-black-spray
GBTallCylFrst9SpryBlkMatt,"Tall cylinder design 9ml, 1/3oz frosted glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, slender bottle with attractive heavy base.",https://www.bestbottles.com/images/store/caps/13-415SpMattBlk.png,matte black spray,Refillable Glass Bottles with Fine Mist Sprayers,9 ml (0.3 oz),126 ±2 mm,106 ±2 mm,,,13-415,1.40,1.33,1.26,1440pc: $1.09,https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-matte-black-spray
GBTallCylFrst9SpryBlkMatt,"Tall cylinder design 9ml, 1/3oz frosted glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, slender bottle with attractive heavy base.",https://www.bestbottles.com/images/store/caps/13-415SpMattBlk.png,matte black spray,Refillable Glass Bottles with Fine Mist Sprayers,9 ml (0.3 oz),126 ±2 mm,106 ±2 mm,,,13-415,1.40,1.33,1.26,1440pc: $1.09,https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-matte-black-spray?video=true
GBTallCyl9SpryBlkMatt,"Tall cylinder design 9ml, 1/3oz Clear glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, slender bottle with attractive heavy base.",https://www.bestbottles.com/images/store/caps/13-415SpMattBlk.png,matte black spray,Refillable Glass Bottles with Fine Mist Sprayers,9 ml (0.3 oz),111 ±2 mm,106 ±2 mm,,,13-415,1.20,1.14,1.08,1440pc: $0.94,https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-matte-black-spray
GBTallCyl9SpryBlkMatt,"Tall cylinder design 9ml, 1/3oz Clear glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, slender bottle with attractive heavy base.",https://www.bestbottles.com/images/store/caps/13-415SpMattBlk.png,matte black spray,Refillable Glass Bottles with Fine Mist Sprayers,9 ml (0.3 oz),111 ±2 mm,106 ±2 mm,,,13-415,1.20,1.14,1.08,1440pc: $0.94,https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-matte-black-spray?video=true
GBTallRect10SpryBlkMatt,"Tall rectangular design 10ml, 1/3oz Clear glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, slender bottle with attractive heavy base.",https://www.bestbottles.com/images/store/caps/13-415SpMattBlk.png,matte black spray,Refillable Glass Bottles with Fine Mist Sprayers,10 ml (0.34 oz),121 ±2 mm,101 ±2 mm,17 ±0.5 mm,17 ±0.5 mm,13-415,1.20,1.14,1.08,1440pc: $0.94,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-matte-black-spray
GBTallRect10SpryBlkMatt,"Tall rectangular design 10ml, 1/3oz Clear glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, slender bottle with attractive heavy base.",https://www.bestbottles.com/images/store/caps/13-415SpMattBlk.png,matte black spray,Refillable Glass Bottles with Fine Mist Sprayers,10 ml (0.34 oz),121 ±2 mm,101 ±2 mm,17 ±0.5 mm,17 ±0.5 mm,13-415,1.20,1.14,1.08,1440pc: $0.94,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-matte-black-spray?video=true
GBTulipAmb5SpryBlkMatt,"Tulip design 5ml, 1/6 oz Amber glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, Small sized bottle for decants, promotion, samples and travel accessory.",https://www.bestbottles.com/images/store/caps/13-415SpMattBlk.png,matte black spray,Refillable Glass Bottles with Fine Mist Sprayers,5 ml (0.17 oz),65 ±1 mm,45 ±0.5 mm,,,13-415,0.97,0.92,0.87,4200pc: $0.76,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-matte-black-spray
GBTulipAmb5SpryBlkMatt,"Tulip design 5ml, 1/6 oz Amber glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, Small sized bottle for decants, promotion, samples and travel accessory.",https://www.bestbottles.com/images/store/caps/13-415SpMattBlk.png,matte black spray,Refillable Glass Bottles with Fine Mist Sprayers,5 ml (0.17 oz),65 ±1 mm,45 ±0.5 mm,,,13-415,0.97,0.92,0.87,4200pc: $0.76,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-matte-black-spray?video=true
GBTulip6SpryBlkSh,"Tulip design 6ml, 1/5oz Clear glass bottle with shiny black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, Small sized bottle for decants, promotion, samples and travel accessory.",https://www.bestbottles.com/images/store/caps/13-415SpMattBlk.png,shiny black spray,Refillable Glass Bottles with Fine Mist Sprayers,6 ml (0.2 oz),65 ±1 mm,45 ±0.5 mm,,,13-415,0.90,0.86,0.81,4225pc: $0.70,https://www.bestbottles.com/product/tulip-design-6ml-bottle-shiny-black-spray
GBTulip6SpryBlkSh,"Tulip design 6ml, 1/5oz Clear glass bottle with shiny black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, Small sized bottle for decants, promotion, samples and travel accessory.",https://www.bestbottles.com/images/store/caps/13-415SpMattBlk.png,shiny black spray,Refillable Glass Bottles with Fine Mist Sprayers,6 ml (0.2 oz),65 ±1 mm,45 ±0.5 mm,,,13-415,0.90,0.86,0.81,4225pc: $0.70,https://www.bestbottles.com/product/tulip-design-6ml-bottle-shiny-black-spray?video=true
,,,,,,,,,,,,,,,https://www.bestbottles.com/product/
Alu500,"Cylinder shaped, aluminum 500 ml bottle with white plug and tear off cap. For use with perfume oil, aromatic oils, fragrance oils and attars.",https://www.bestbottles.com/images/store/enlarged_pics/Alu500.gif,white plug and tear off cap,Aluminum Bottles and Cans,500 ml (16.91 oz),186 ±2 mm,178 ±2 mm,,,20-410,3.47,,3.29,480pc: $2.85,https://www.bestbottles.com/product/Aluminum-Bottle-Can-white-cap-500ml
Alu100mlSprayBlack,"Cylinder shaped, matte aluminum 100 ml bottle with black sprayer. For use with cologne, perfume, air freshner, face and body spray, or room spray.",https://www.bestbottles.com/images/store/enlarged_pics/Alu100mlSprayBlack.gif,black spray,Alluminum Bottles With Fine Mist Sprayers,100 ml (3.38 oz),150 ±2 mm,,,,20-410,1.19,,1.13,2000pc: $0.98,https://www.bestbottles.com/product/Cylinder-shaped-matte-aluminum-100ml-bottle-black-sprayer
Alu250mlSprayBlack,"Cylinder shaped, matte aluminum 250 ml bottle with black sprayer. For use with cologne, perfume, air freshner, face and body spray, or room spray.",https://www.bestbottles.com/images/store/enlarged_pics/Alu250mlSprayblack.gif,black spray,Alluminum Bottles With Fine Mist Sprayers,250 ml (8.45 oz),178 ±2 mm,155 ±2 mm,,,20-410,1.43,,1.35,2000pc: $1.17,https://www.bestbottles.com/product/Cylinder-shaped-matte-aluminum-250ml-bottle-black-sprayer
PB10SpryNat,Plastic Bottle with Clear Spray Top and Clear Cap. Capacity: 10ml (1/3oz),https://www.bestbottles.com/images/store/enlarged_pics/PB10SpryNat.gif,Clear Spray Top and Clear Cap. Cap,Plastic Bottles With Fine Mist Sprayers,10 ml (0.34 oz),,,,,,0.57,,0.54,3000pc: $0.47,https://www.bestbottles.com/product/Plastic-Bottle-Clear-Natural-sprayer-10ml
PB1ozSpryNat,Plastic Bottle with Clear Spray Top and Clear Cap. Capacity: 1oz (28ml).,https://www.bestbottles.com/images/store/enlarged_pics/PB1ozSpryNat.gif,Clear Spray Top and Clear Cap. Cap,Plastic Bottles With Fine Mist Sprayers,30 ml (1.01 oz),82 ±1 mm Neck Thread Size: 13-415,,,,13-415,0.62,,0.59,2100pc: $0.51,https://www.bestbottles.com/product/Plastic-Bottle-container-Clear-Natural-sprayer-1oz
PB1ozClearcap,Clear Plastic Bottle With Clear Screw on Cap.Capacity: 1oz (30ml),https://www.bestbottles.com/images/store/enlarged_pics/PB1ozClearcap.gif,Clear Screw on Cap.Cap,Plastic Bottles With Fine Mist Sprayers,30 ml (1.01 oz),85 ±1 mm,68 ±1 mm,28 ±0.5 mm Neck Thread Size: 13-415,,13-415,0.52,,0.50,3400pc: $0.43,https://www.bestbottles.com/product/Plastic-bottle-container-clear-Clear-cap-1oz
PB1ozSprySl,Plastic Bottle with Silver Spray Top and Clear Cap. Capacity: 1oz (30ml).,https://www.bestbottles.com/images/store/enlarged_pics/PB1ozSprySl.gif,Silver Spray Top and Clear Cap. Cap,Plastic Bottles With Fine Mist Sprayers,30 ml (1.01 oz) Neck Thread Size: 13-415,,,,,13-415,0.62,,0.59,2800pc: $0.51,https://www.bestbottles.com/product/Plastic-bottle-container-clear-Silver-sprayer-1oz
GBSpry3mlClBlk,3.3ml Clear Glass Bottle with Black Spray Pump and Clear Cap. Good for use as a sample.,https://www.bestbottles.com/images/store/enlarged_pics/GBSpry3mlClBlk.gif,Black Spray Pump and Clear Cap,Refillable Glass Bottles with Fine Mist Sprayers,3 ml (0.1 oz),54 ±1 mm,37 ±0.5 mm,,,12mm,0.35,,,5000pc: $0.29,https://www.bestbottles.com/product/Sample-Promotional-Decant-Spray-clear-glass-vial-Black-Sprayer-3ml
GBSpry3mlClBlk,3.3ml Clear Glass Bottle with Black Spray Pump and Clear Cap. Good for use as a sample.,https://www.bestbottles.com/images/store/enlarged_pics/GBSpry3mlClBlk.gif,Black Spray Pump and Clear Cap,Refillable Glass Bottles with Fine Mist Sprayers,3 ml (0.1 oz),54 ±1 mm,37 ±0.5 mm,,,12mm,0.35,,,5000pc: $0.29,https://www.bestbottles.com/product/Sample-Promotional-Decant-Spray-clear-glass-vial-Black-Sprayer-3ml?video=true
GBSpry4mlClBlk,Clear Glass Bottle with Black Spray Pump and Clear Cap. Capacity: 4ml,https://www.bestbottles.com/images/store/enlarged_pics/GBSpry4mlClBlk.gif,Black Spray Pump and Clear Cap. Cap,Refillable Glass Bottles with Fine Mist Sprayers,4 ml (0.14 oz),67 ±1 mm,49 ±0.5 mm,,,12mm,0.37,,,5000pc: $0.30,https://www.bestbottles.com/product/Sample-Promotional-Decant-Spray-clear-glass-vial-Black-Sprayer-4ml
GBSpry4mlClBlk,Clear Glass Bottle with Black Spray Pump and Clear Cap. Capacity: 4ml,https://www.bestbottles.com/images/store/enlarged_pics/GBSpry4mlClBlk.gif,Black Spray Pump and Clear Cap. Cap,Refillable Glass Bottles with Fine Mist Sprayers,4 ml (0.14 oz),67 ±1 mm,49 ±0.5 mm,,,12mm,0.37,,,5000pc: $0.30,https://www.bestbottles.com/product/Sample-Promotional-Decant-Spray-clear-glass-vial-Black-Sprayer-4ml?video=true
GBSpry1ozGl,Clear Glass Spray Bottle with Gold Top and Base. Capacity: 1oz (30ml),https://www.bestbottles.com/images/store/enlarged_pics/GBSpry1ozGl.gif,Gold Top and Base. Cap,Classic Perfume Spray Glass Bottles,30 ml (1.01 oz) Neck Thread Size: 18-415,,,,,18-415,2.00,,1.89,1500pc: $1.64,https://www.bestbottles.com/product/Tube-Glass-Bottle-Sprayer-atomizer-Gold-1oz
GBSpry1ozSl,Clear Glass Spray Bottle with Silver Top and Base. Capacity: 1oz (30ml),https://www.bestbottles.com/images/store/enlarged_pics/GBSpry1ozSl.gif,Silver Top and Base. Cap,Classic Perfume Spray Glass Bottles,30 ml (1.01 oz) Neck Thread Size: 18-415,,,,,18-415,2.00,,1.89,1500pc: $1.64,https://www.bestbottles.com/product/Tube-Glass-Bottle-Sprayer-atomizer-Matte-Silver-1oz
GBBell10SpryBlkSh,"Bell design 10ml Clear glass bottle with shiny black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, classic style bottle good for promotions and decants.",https://www.bestbottles.com/images/store/enlarged_pics/GBBell10SpryBlkSh.gif,shiny black spray. Fine mist spray,Refillable Glass Bottles with Fine Mist Sprayers,10 ml (0.34 oz),74 ±1 mm,55 ±1 mm,,,13-415,0.86,,0.81,3450pc: $0.70,https://www.bestbottles.com/product/bell-design-10-ml-glass-bottle-shiny-black-spray
GBBell10SpryBlkSh,"Bell design 10ml Clear glass bottle with shiny black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, classic style bottle good for promotions and decants.",https://www.bestbottles.com/images/store/enlarged_pics/GBBell10SpryBlkSh.gif,shiny black spray. Fine mist spray,Refillable Glass Bottles with Fine Mist Sprayers,10 ml (0.34 oz),74 ±1 mm,55 ±1 mm,,,13-415,0.86,,0.81,3450pc: $0.70,https://www.bestbottles.com/product/bell-design-10-ml-glass-bottle-shiny-black-spray?video=true
GBAtom10Blk,"Black atomizer design 10 ml bottle. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion.",https://www.bestbottles.com/images/store/enlarged_pics/GBAtom10Blk.gif,,Refillable Metal shell perfume atomizers and travel size purse atomizers,10 ml (0.34 oz),89 ±1 mm,82 ±1 mm,,,17mm,2.99,,2.84,1500pc: $2.46,https://www.bestbottles.com/product/black-atomizer-design-10-ml-bottle
GBAtom10BlkDot,"Black atomizer design 10 ml bottle with dots. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion.",https://www.bestbottles.com/images/store/enlarged_pics/GBAtom10BlkDot.gif,,Refillable Metal shell perfume atomizers and travel size purse atomizers,10 ml (0.34 oz),89 ±1 mm,82 ±1 mm,,,17mm,3.23,,3.06,1500pc: $2.65,https://www.bestbottles.com/product/black-atomizer-design-10-ml-bottle-dots
GBAtom5Blk,"Matte Black atomizer design 5 ml bottle. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion.",https://www.bestbottles.com/images/store/enlarged_pics/GBAtom5Blk.gif,,Refillable Metal shell perfume atomizers and travel size purse atomizers,5 ml (0.17 oz),81 ±1 mm,76 ±1 mm,,,13mm,2.66,,2.52,3000pc: $2.18,https://www.bestbottles.com/product/black-atomizer-design-5-ml-bottle
GBAtom5BlkDot,"Black atomizer design 5 ml bottle with dots. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion.",https://www.bestbottles.com/images/store/enlarged_pics/GBAtom5BlkDot.gif,,Refillable Metal shell perfume atomizers and travel size purse atomizers,5 ml (0.17 oz),81 ±1 mm,76 ±1 mm,,,13mm,2.90,,2.75,3000pc: $2.38,https://www.bestbottles.com/product/black-atomizer-design-5-ml-bottle-dots
GBAtom5SlimBlk,"Black slim atomizer design 5 ml bottle. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion.",https://www.bestbottles.com/images/store/enlarged_pics/GBAtom5SlimBlk.gif,,Refillable Metal shell perfume atomizers and travel size purse atomizers,5 ml (0.17 oz),104 ±2 mm,92 ±1 mm,,,10mm,2.14,,2.03,3000pc: $1.76,https://www.bestbottles.com/product/black-slim-atomizer-design-5-ml-bottle
GBAtom10Blu,"Blue atomizer design 10 ml bottle. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion.",https://www.bestbottles.com/images/store/enlarged_pics/GBAtom10Blu.gif,,Refillable Metal shell perfume atomizers and travel size purse atomizers,10 ml (0.34 oz),89 ±1 mm,82 ±1 mm,,,17mm,2.99,,2.84,1500pc: $2.46,https://www.bestbottles.com/product/blue-atomizer-design-10-ml-bottle
GBAtom5Blu,"Blue atomizer design 5 ml bottle. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion.",https://www.bestbottles.com/images/store/enlarged_pics/GBAtom5Blu.gif,,Refillable Metal shell perfume atomizers and travel size purse atomizers,5 ml (0.17 oz),81 ±1 mm,76 ±1 mm,,,13mm,2.66,,2.52,3000pc: $2.18,https://www.bestbottles.com/product/blue-atomizer-design-5-ml-bottle
