sku,description,image_url,included_component,item_type,capacity,height_total,height_bottle_only,width,depth,neck_finish,price_1pc,price_12pc,price_144pc,price_bulk,url
GBCrclFrst50SpryCu,"Circle design 50 ml, 1.7oz  frosted glass bottle  with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Circle design is a famiily of bottles available in 15ml, 30ml, 50ml and 100ml size. Pric",https://www.bestbottles.com/images/store/caps/CP18-415SpryMtGl.png,matte copper spray pump,Classic Perfume Spray Glass Bottles,50 ml (1.69 oz),112 ±2 mm,87 ±1 mm,72 ±1 mm,23 ±0.5 mm,18-415,3.10,2.95,2.79,1080pc: $2.42,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-matte-copper-spray-and-cap?video=true
GBCrcl50AnSpBlk,"Circle design 50 ml, 1.7oz  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty",https://www.bestbottles.com/images/store/caps/18-415SpAnSpBulbLvn.png,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,50 ml (1.69 oz),115 ±2 mm,87 ±1 mm,72 ±1 mm,23 ±0.5 mm,18-415,5.45,5.18,4.91,1080pc: $4.25,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBCrcl50AnSpBlk,"Circle design 50 ml, 1.7oz  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty",https://www.bestbottles.com/images/store/caps/18-415SpAnSpBulbLvn.png,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,50 ml (1.69 oz),115 ±2 mm,87 ±1 mm,72 ±1 mm,23 ±0.5 mm,18-415,5.45,5.18,4.91,1080pc: $4.25,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap?video=true
GBCrcl50AnSpTslBlk,"Circle design 50 ml, 1.7oz  clear glass bottle  with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance",https://www.bestbottles.com/images/store/caps/18-415SpAnSpTslLvn.png,Black vintage style bulb sprayer with tasseland shiny silver collar cap,Antique Style Bulb Spray Bottles,50 ml (1.69 oz),109 ±2 mm,87 ±1 mm,72 ±1 mm,23 ±0.5 mm,18-415,6.20,5.89,5.58,1080pc: $4.84,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBCrcl50AnSpTslBlk,"Circle design 50 ml, 1.7oz  clear glass bottle  with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance",https://www.bestbottles.com/images/store/caps/18-415SpAnSpTslLvn.png,Black vintage style bulb sprayer with tasseland shiny silver collar cap,Antique Style Bulb Spray Bottles,50 ml (1.69 oz),109 ±2 mm,87 ±1 mm,72 ±1 mm,23 ±0.5 mm,18-415,6.20,5.89,5.58,1080pc: $4.84,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar?video=true
GBCrcl50SpryCu,"Circle design 50 ml, 1.7oz  clear glass bottle  with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Circle design is a famiily of bottles available in 15ml, 30ml, 50ml and 100ml size. Price",https://www.bestbottles.com/images/store/caps/18-415SpMattSl.png,matte copper spray pump,Classic Perfume Spray Glass Bottles,50 ml (1.69 oz),112 ±2 mm,87 ±1 mm,72 ±1 mm,23 ±0.5 mm,18-415,2.60,2.47,2.34,1080pc: $2.03,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-matte-copper-spray-and-cap
GBCrcl50SpryCu,"Circle design 50 ml, 1.7oz  clear glass bottle  with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Circle design is a famiily of bottles available in 15ml, 30ml, 50ml and 100ml size. Price",https://www.bestbottles.com/images/store/caps/18-415SpMattSl.png,matte copper spray pump,Classic Perfume Spray Glass Bottles,50 ml (1.69 oz),112 ±2 mm,87 ±1 mm,72 ±1 mm,23 ±0.5 mm,18-415,2.60,2.47,2.34,1080pc: $2.03,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-matte-copper-spray-and-cap?video=true
GBCyl100AnSpBlk,"Cylinder design 100 ml, 3 1/2oz  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the b",https://www.bestbottles.com/images/store/caps/18-415SpAnSpBulbLvn.png,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,100 ml (3.38 oz),199 ±2 mm,154 ±2 mm,,,18-415,5.90,5.61,5.31,1400pc: $4.60,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBCyl100AnSpBlk,"Cylinder design 100 ml, 3 1/2oz  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the b",https://www.bestbottles.com/images/store/caps/18-415SpAnSpBulbLvn.png,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,100 ml (3.38 oz),199 ±2 mm,154 ±2 mm,,,18-415,5.90,5.61,5.31,1400pc: $4.60,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap?video=true
GBCyl100AnSpTslBlk,"Cylinder design 100 ml, 3 1/2oz  clear glass bottle  with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enh",https://www.bestbottles.com/images/store/caps/18-415SpAnSpTslLvn.png,Black vintage style bulb sprayer with tasseland shiny silver collar cap,Antique Style Bulb Spray Bottles,100 ml (3.38 oz),191 ±2 mm,154 ±2 mm,,,18-415,6.65,6.32,5.99,1400pc: $5.19,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBCyl100AnSpTslBlk,"Cylinder design 100 ml, 3 1/2oz  clear glass bottle  with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enh",https://www.bestbottles.com/images/store/caps/18-415SpAnSpTslLvn.png,Black vintage style bulb sprayer with tasseland shiny silver collar cap,Antique Style Bulb Spray Bottles,100 ml (3.38 oz),191 ±2 mm,154 ±2 mm,,,18-415,6.65,6.32,5.99,1400pc: $5.19,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar?video=true
GBCyl100SpryCu,"Cylinder design 100 ml, 3 1/2oz  clear glass bottle  with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Cylinder design is a family of bottles available in 30ml, 50ml and 100ml sizes. Pric",https://www.bestbottles.com/images/store/caps/18-415SpMattGl.png,matte copper spray pump,Classic Perfume Spray Glass Bottles,100 ml (3.38 oz),195 ±2 mm,154 ±2 mm,,,18-415,3.05,2.90,2.75,1400pc: $2.38,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-matte-copper-spray-and-cap
GBCyl100SpryCu,"Cylinder design 100 ml, 3 1/2oz  clear glass bottle  with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Cylinder design is a family of bottles available in 30ml, 50ml and 100ml sizes. Pric",https://www.bestbottles.com/images/store/caps/18-415SpMattGl.png,matte copper spray pump,Classic Perfume Spray Glass Bottles,100 ml (3.38 oz),195 ±2 mm,154 ±2 mm,,,18-415,3.05,2.90,2.75,1400pc: $2.38,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-matte-copper-spray-and-cap?video=true
GBCyl25AnSpBlk,"Cylinder design 25ml  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.",https://www.bestbottles.com/images/store/caps/18-415SpAnSpBulbLvn.png,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,25 ml (0.85 oz),109 ±2 mm,83 ±1 mm,,,18-415,5.35,5.08,4.82,960pc: $4.17,https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBCyl25AnSpBlk,"Cylinder design 25ml  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.",https://www.bestbottles.com/images/store/caps/18-415SpAnSpBulbLvn.png,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,25 ml (0.85 oz),109 ±2 mm,83 ±1 mm,,,18-415,5.35,5.08,4.82,960pc: $4.17,https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap?video=true
GBcyl25AnSpTslBlk,"Cylinder design 25ml  clear glass bottle  with black vintage style bulb sprayer tassel with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.",https://www.bestbottles.com/images/store/caps/18-415SpAnSpTslBlk.png,black vintage style bulb sprayer tassel with shiny silver collar cap,Antique Style Bulb Spray Bottles,25 ml (0.85 oz),105 ±2 mm,83 ±1 mm,,,18-415,6.10,5.80,5.49,960pc: $4.76,https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-black-vintage-style-bulb-sprayer-tassel-shiny-silver-collar-cap
GBcyl25AnSpTslBlk,"Cylinder design 25ml  clear glass bottle  with black vintage style bulb sprayer tassel with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.",https://www.bestbottles.com/images/store/caps/18-415SpAnSpTslBlk.png,black vintage style bulb sprayer tassel with shiny silver collar cap,Antique Style Bulb Spray Bottles,25 ml (0.85 oz),105 ±2 mm,83 ±1 mm,,,18-415,6.10,5.80,5.49,960pc: $4.76,https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-black-vintage-style-bulb-sprayer-tassel-shiny-silver-collar-cap?video=true
GBcyl25SpryCu,"Cylinder design 25ml  clear glass bottle  with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.",https://www.bestbottles.com/images/store/caps/18-415SpMattGl.png,matte copper spray pump,Classic Perfume Spray Glass Bottles,25 ml (0.85 oz),108 ±2 mm,83 ±1 mm,,,18-415,2.50,2.38,2.25,960pc: $1.95,https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-matte-copper-spray-and-cap
GBcyl25SpryCu,"Cylinder design 25ml  clear glass bottle  with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.",https://www.bestbottles.com/images/store/caps/18-415SpMattGl.png,matte copper spray pump,Classic Perfume Spray Glass Bottles,25 ml (0.85 oz),108 ±2 mm,83 ±1 mm,,,18-415,2.50,2.38,2.25,960pc: $1.95,https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-matte-copper-spray-and-cap?video=true
GBCylBlu5SpryBlkSh,"Cylinder design 5ml, 1/6oz Blue glass bottle with shiny black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, Small sized bottle for decants, promotion, samples and travel accessory.",https://www.bestbottles.com/images/store/caps/13-415SpShnSl.png,shiny black spray,Refillable Glass Bottles with Fine Mist Sprayers,5 ml (0.17 oz),72 ±1 mm,53 ±1 mm,,,13-415,0.87,0.83,0.78,4320pc: $0.68,https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-shiny-black-spray
GBCylBlu5SpryBlkSh,"Cylinder design 5ml, 1/6oz Blue glass bottle with shiny black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, Small sized bottle for decants, promotion, samples and travel accessory.",https://www.bestbottles.com/images/store/caps/13-415SpShnSl.png,shiny black spray,Refillable Glass Bottles with Fine Mist Sprayers,5 ml (0.17 oz),72 ±1 mm,53 ±1 mm,,,13-415,0.87,0.83,0.78,4320pc: $0.68,https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-shiny-black-spray?video=true
GBCyl5SpryBlkMatt,"Cylinder design 5.5ml, 1/6oz Clear glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, Small sized bottle for decants, promotion, samples and travel accessory.",https://www.bestbottles.com/images/store/caps/13-415SpMattSl.png,matte black spray,Refillable Glass Bottles with Fine Mist Sprayers,5 ml (0.17 oz),72 ±1 mm,53 ±1 mm,,,13-415,0.76,0.72,0.68,4320pc: $0.59,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-matte-black-spray
GBCyl5SpryBlkMatt,"Cylinder design 5.5ml, 1/6oz Clear glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, Small sized bottle for decants, promotion, samples and travel accessory.",https://www.bestbottles.com/images/store/caps/13-415SpMattSl.png,matte black spray,Refillable Glass Bottles with Fine Mist Sprayers,5 ml (0.17 oz),72 ±1 mm,53 ±1 mm,,,13-415,0.76,0.72,0.68,4320pc: $0.59,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-matte-black-spray?video=true
GBCyl50AnSpBlk,"Cylinder design 50 ml, 1.7oz  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beau",https://www.bestbottles.com/images/store/caps/18-415SpAnSpBulbLvn.png,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,50 ml (1.69 oz),142 ±2 mm,117 ±2 mm,,,18-415,5.55,5.27,5.00,880pc: $4.33,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBCyl50AnSpBlk,"Cylinder design 50 ml, 1.7oz  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beau",https://www.bestbottles.com/images/store/caps/18-415SpAnSpBulbLvn.png,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,50 ml (1.69 oz),142 ±2 mm,117 ±2 mm,,,18-415,5.55,5.27,5.00,880pc: $4.33,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap?video=true
GBCyl50AnSpTslBlk,"Cylinder design 50 ml, 1.7oz  clear glass bottle  with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhanc",https://www.bestbottles.com/images/store/caps/18-415SpAnSpTslLvn.png,Black vintage style bulb sprayer with tasseland shiny silver collar cap,Antique Style Bulb Spray Bottles,50 ml (1.69 oz),138 ±2 mm,117 ±2 mm,,,18-415,6.30,5.99,5.67,880pc: $4.91,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBCyl50AnSpTslBlk,"Cylinder design 50 ml, 1.7oz  clear glass bottle  with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhanc",https://www.bestbottles.com/images/store/caps/18-415SpAnSpTslLvn.png,Black vintage style bulb sprayer with tasseland shiny silver collar cap,Antique Style Bulb Spray Bottles,50 ml (1.69 oz),138 ±2 mm,117 ±2 mm,,,18-415,6.30,5.99,5.67,880pc: $4.91,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar?video=true
GBCyl50SpryCu,"Cylinder design 50 ml, 1.7oz  clear glass bottle  with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Cylinder design is a family of bottles available in 30ml, 50ml and 100ml sizes. Price e",https://www.bestbottles.com/images/store/caps/18-415SpMattGl.png,matte copper spray pump,Classic Perfume Spray Glass Bottles,50 ml (1.69 oz),142 ±2 mm,117 ±2 mm,,,18-415,2.70,2.57,2.43,880pc: $2.11,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-matte-copper-spray-and-cap
GBCyl50SpryCu,"Cylinder design 50 ml, 1.7oz  clear glass bottle  with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Cylinder design is a family of bottles available in 30ml, 50ml and 100ml sizes. Price e",https://www.bestbottles.com/images/store/caps/18-415SpMattGl.png,matte copper spray pump,Classic Perfume Spray Glass Bottles,50 ml (1.69 oz),142 ±2 mm,117 ±2 mm,,,18-415,2.70,2.57,2.43,880pc: $2.11,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-matte-copper-spray-and-cap?video=true
GBCylAmb9SpryBlk,"Cylinder design 9ml,1/3 oz amber glass bottle with fine mist sprayer with black trim and plastic overcap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy.",https://www.bestbottles.com/images/store/caps/17-415SpBlk.png,fine mist sprayer with black trim and plastic overcap,Refillable Glass Bottles with Fine Mist Sprayers,9 ml (0.3 oz),96 ±1 mm,70 ±1 mm,,,17-415,0.90,0.86,0.81,3000pc: $0.70,https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-sprayer-black-trim-and-cap
GBCylAmb9SpryBlk,"Cylinder design 9ml,1/3 oz amber glass bottle with fine mist sprayer with black trim and plastic overcap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy.",https://www.bestbottles.com/images/store/caps/17-415SpBlk.png,fine mist sprayer with black trim and plastic overcap,Refillable Glass Bottles with Fine Mist Sprayers,9 ml (0.3 oz),96 ±1 mm,70 ±1 mm,,,17-415,0.90,0.86,0.81,3000pc: $0.70,https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-sprayer-black-trim-and-cap?video=true
GBCyl9SpryBlk,"Cylinder design 9ml,1/3 oz clear glass bottle with fine mist sprayer with black trim and plastic overcap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy.",https://www.bestbottles.com/images/store/caps/17-415SpMattSl.png,fine mist sprayer with black trim and plastic overcap,Refillable Glass Bottles with Fine Mist Sprayers,9 ml (0.3 oz),98 ±1 mm,70 ±1 mm,,,17-415,0.88,0.84,0.79,2880pc: $0.69,https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-sprayer-black-trim-and-cap
GBCyl9SpryBlk,"Cylinder design 9ml,1/3 oz clear glass bottle with fine mist sprayer with black trim and plastic overcap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy.",https://www.bestbottles.com/images/store/caps/17-415SpMattSl.png,fine mist sprayer with black trim and plastic overcap,Refillable Glass Bottles with Fine Mist Sprayers,9 ml (0.3 oz),98 ±1 mm,70 ±1 mm,,,17-415,0.88,0.84,0.79,2880pc: $0.69,https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-sprayer-black-trim-and-cap?video=true
GBCylBlu9SpryBlk,"cylinder design 9ml, blue glass bottle with sprayer and shiny black trim. Fine mist sprayer for use with perfumes and colognes. Refillable, classic style bottle good for promotions and decants.",https://www.bestbottles.com/images/store/caps/17-415SpTur.png,,Refillable Glass Bottles with Fine Mist Sprayers,9 ml (0.3 oz),96 ±1 mm,70 ±1 mm,,,17-415,0.93,0.88,0.84,2880pc: $0.73,https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-sprayer-black-trim-and-cap
GBCylBlu9SpryBlk,"cylinder design 9ml, blue glass bottle with sprayer and shiny black trim. Fine mist sprayer for use with perfumes and colognes. Refillable, classic style bottle good for promotions and decants.",https://www.bestbottles.com/images/store/caps/17-415SpTur.png,,Refillable Glass Bottles with Fine Mist Sprayers,9 ml (0.3 oz),96 ±1 mm,70 ±1 mm,,,17-415,0.93,0.88,0.84,2880pc: $0.73,https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-sprayer-black-trim-and-cap?video=true
GBCylFrst9SpryBlk,"Cylinder design 9ml,1/3 oz frosted glass bottle with fine mist sprayer with black trim and plastic overcap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy.",https://www.bestbottles.com/images/store/caps/17-415SpGl.png,fine mist sprayer with black trim and plastic overcap,Refillable Glass Bottles with Fine Mist Sprayers,9 ml (0.3 oz),94 ±1 mm,74 ±1 mm,,,17-415,0.98,0.93,0.88,2880pc: $0.76,https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-sprayer-black-trim-and-cap
GBCylFrst9SpryBlk,"Cylinder design 9ml,1/3 oz frosted glass bottle with fine mist sprayer with black trim and plastic overcap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy.",https://www.bestbottles.com/images/store/caps/17-415SpGl.png,fine mist sprayer with black trim and plastic overcap,Refillable Glass Bottles with Fine Mist Sprayers,9 ml (0.3 oz),94 ±1 mm,74 ±1 mm,,,17-415,0.98,0.93,0.88,2880pc: $0.76,https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-sprayer-black-trim-and-cap?video=true
